
            r               1s              2s              2p
        4.7837627   0.2968852E-04  -0.1185208E+00   0.1882547E+00
        4.8935152   0.2663622E-04  -0.1090388E+00   0.1772145E+00
        5.0046746   0.2388485E-04  -0.1001492E+00   0.1665970E+00
        5.1172310   0.2140460E-04  -0.9183322E-01   0.1564061E+00
        5.2311741   0.1916915E-04  -0.8407071E-01   0.1466437E+00
        5.3464934   0.1715509E-04  -0.7684018E-01   0.1373097E+00
        5.4631779   0.1534139E-04  -0.7011925E-01   0.1284020E+00
        5.5812165   0.1370913E-04  -0.6388486E-01   0.1199167E+00
        5.7005977   0.1224117E-04  -0.5811349E-01   0.1118485E+00
        5.8213098   0.1092194E-04  -0.5278141E-01   0.1041904E+00
        5.9433411   0.9737314E-05  -0.4786485E-01   0.9693446E-01
        6.0666793   0.8674418E-05  -0.4334022E-01   0.9007123E-01
        6.1913122   0.7721535E-05  -0.3918418E-01   0.8359046E-01
        6.3172274   0.6867998E-05  -0.3537389E-01   0.7748103E-01
        6.4444122   0.6104098E-05  -0.3188704E-01   0.7173106E-01
        6.5728540   0.5421004E-05  -0.2870197E-01   0.6632813E-01
        6.7025400   0.4810688E-05  -0.2579780E-01   0.6125931E-01
        6.8334571   0.4265859E-05  -0.2315442E-01   0.5651136E-01
        6.9655924   0.3779900E-05  -0.2075260E-01   0.5207078E-01
        7.0989329   0.3346813E-05  -0.1857401E-01   0.4792395E-01
        7.2334653   0.2961168E-05  -0.1660124E-01   0.4405717E-01
        7.3691765   0.2618051E-05  -0.1481782E-01   0.4045680E-01
        7.5060534   0.2313022E-05  -0.1320821E-01   0.3710931E-01
        7.6440826   0.2042072E-05  -0.1175781E-01   0.3400135E-01
        7.7832510   0.1801587E-05  -0.1045296E-01   0.3111980E-01
        7.9235454   0.1588311E-05  -0.9280887E-02   0.2845182E-01
        8.0649525   0.1399314E-05  -0.8229700E-02   0.2598493E-01
        8.2074592   0.1231962E-05  -0.7288364E-02   0.2370701E-01
        8.3510523   0.1083891E-05  -0.6446658E-02   0.2160632E-01
        8.4957188   0.9529778E-06  -0.5695146E-02   0.1967158E-01
        8.6414456   0.8373219E-06  -0.5025134E-02   0.1789194E-01
        8.7882197   0.7352207E-06  -0.4428637E-02   0.1625701E-01
        8.9360282   0.6451518E-06  -0.3898333E-02   0.1475687E-01
        9.0848583   0.5657548E-06  -0.3427531E-02   0.1338208E-01
        9.2346972   0.4958153E-06  -0.3010122E-02   0.1212365E-01
        9.3855322   0.4342504E-06  -0.2640547E-02   0.1097310E-01
        9.5373507   0.3800952E-06  -0.2313756E-02   0.9922400E-02
        9.6901403   0.3324907E-06  -0.2025172E-02   0.8963967E-02
        9.8438886   0.2906731E-06  -0.1770654E-02   0.8090682E-02
        9.9985832   0.2539635E-06  -0.1546462E-02   0.7295858E-02
       10.1542120   0.2217596E-06  -0.1349229E-02   0.6573233E-02
       10.3107630   0.1935268E-06  -0.1175923E-02   0.5916952E-02
       10.4682241   0.1687914E-06  -0.1023825E-02   0.5321551E-02
       10.6265836   0.1471341E-06  -0.8904971E-03   0.4781944E-02
       10.7858297   0.1281837E-06  -0.7737588E-03   0.4293402E-02
       10.9459509   0.1116124E-06  -0.6716630E-03   0.3851539E-02
       11.1069357   0.9713023E-07  -0.5824733E-03   0.3452290E-02
       11.2687727   0.8448162E-07  -0.5046448E-03   0.3091898E-02
       11.4314508   0.7344101E-07  -0.4368041E-03   0.2766895E-02
       11.5949589   0.6380968E-07  -0.3777330E-03   0.2474082E-02
       11.7592859   0.5541264E-07  -0.3263521E-03   0.2210519E-02
       11.9244212   0.4809592E-07  -0.2817067E-03   0.1973501E-02
       12.0903541   0.4172417E-07  -0.2429535E-03   0.1760547E-02
       12.2570739   0.3617845E-07  -0.2093485E-03   0.1569386E-02
       12.4245703   0.3135434E-07  -0.1802368E-03   0.1397938E-02
       12.5928329   0.2716024E-07  -0.1550421E-03   0.1244303E-02
       12.7618517   0.2351583E-07  -0.1332582E-03   0.1106748E-02
       12.9316166   0.2035077E-07  -0.1144411E-03   0.9836934E-03
       13.1021178   0.1760343E-07  -0.9820171E-04   0.8737019E-03
       13.2733454   0.1521993E-07  -0.8419980E-04   0.7754670E-03
       13.4452900   0.1315313E-07  -0.7213786E-04   0.6878026E-03
       13.6179419   0.1136186E-07  -0.6175626E-04   0.6096333E-03
       13.7912918   0.9810160E-08  -0.5282867E-04   0.5399851E-03
       13.9653306   0.8466648E-08  -0.4515797E-04   0.4779768E-03
       14.1400491   0.7303955E-08  -0.3857275E-04   0.4228122E-03
       14.3154384   0.6298226E-08  -0.3292405E-04   0.3737728E-03
       14.4914896   0.5428681E-08  -0.2808262E-04   0.3302105E-03
       14.6681940   0.4677229E-08  -0.2393638E-04   0.2915417E-03
       14.8455431   0.4028130E-08  -0.2038831E-04   0.2572413E-03
       15.0235284   0.3467697E-08  -0.1735443E-04   0.2268372E-03
       15.2021415   0.2984034E-08  -0.1476221E-04   0.1999056E-03
       15.3813743   0.2566810E-08  -0.1254898E-04   0.1760663E-03
       15.5612186   0.2207055E-08  -0.1066073E-04   0.1549784E-03
       15.7416666   0.1896986E-08  -0.9050889E-05   0.1363368E-03
       15.9227102   0.1629854E-08  -0.7679383E-05   0.1198686E-03
       16.1043419   0.1399810E-08  -0.6511735E-05   0.1053298E-03
       16.2865540   0.1201786E-08  -0.5518323E-05   0.9250253E-04
       16.4693390   0.1031396E-08  -0.4673713E-05   0.8119247E-04
       16.6526895   0.8848408E-09  -0.3956089E-05   0.7122635E-04
       16.8365982   0.7588376E-09  -0.3346754E-05   0.6244985E-04
       17.0210580   0.6505463E-09  -0.2829694E-05   0.5472564E-04
       17.2060618   0.5575134E-09  -0.2391210E-05   0.4793161E-04
       17.3916026   0.4776193E-09  -0.2019588E-05   0.4195924E-04
       17.5776737   0.4090345E-09  -0.1704823E-05   0.3671222E-04
       17.7642683   0.3501798E-09  -0.1438372E-05   0.3210508E-04
       17.9513797   0.2996936E-09  -0.1212950E-05   0.2806208E-04
       18.1390014   0.2564014E-09  -0.1022348E-05   0.2451611E-04
       18.3271270   0.2192916E-09  -0.8612767E-06   0.2140777E-04
       18.5157501   0.1874925E-09  -0.7252358E-06   0.1868453E-04
       18.7048645   0.1602536E-09  -0.6103969E-06   0.1629996E-04
       18.8944642   0.1369290E-09  -0.5135068E-06   0.1421303E-04
       19.0845429   0.1169629E-09  -0.4318022E-06   0.1238756E-04
       19.2750948   0.9987760E-10  -0.3629379E-06   0.1079159E-04
       19.4661139   0.8526218E-10  -0.3049247E-06   0.9396986E-05
       19.6575947   0.7276372E-10  -0.2560766E-06   0.8178951E-05
       19.8495312   0.6207905E-10  -0.2149651E-06   0.7115653E-05
       20.0419180   0.5294786E-10  -0.1803809E-06   0.6187888E-05
       20.2347496   0.4514675E-10  -0.1513011E-06   0.5378769E-05
       20.4280205   0.3848405E-10  -0.1268604E-06   0.4673459E-05
       20.6217253   0.3279538E-10  -0.1063277E-06   0.4058926E-05
       20.8158588   0.2793983E-10  -0.8908555E-07   0.3523736E-05
       21.0104159   0.2379663E-10  -0.7461257E-07   0.3057856E-05
       21.2053914   0.2026231E-10  -0.6246900E-07   0.2652495E-05
       21.4007803   0.1724828E-10  -0.5228399E-07   0.2299947E-05
       21.5965777   0.1467870E-10  -0.4374497E-07   0.1993467E-05
       21.7927787   0.1248864E-10  -0.3658867E-07   0.1727150E-05
       21.9893785   0.1062258E-10  -0.3059341E-07   0.1495832E-05
       22.1863723   0.9033038E-11  -0.2557263E-07   0.1295000E-05
       22.3837556   0.7679403E-11  -0.2136943E-07   0.1120707E-05
       22.5815237   0.6526980E-11  -0.1785189E-07   0.9695102E-06
       22.7796722   0.5546124E-11  -0.1490914E-07   0.8384017E-06
       22.9781966   0.4711514E-11  -0.1244806E-07   0.7247585E-06
       23.1770924   0.4001533E-11  -0.1039047E-07   0.6262933E-06
       23.3763555   0.3397726E-11  -0.8670746E-08   0.5410124E-06
       23.5759815   0.2884347E-11  -0.7233842E-08   0.4671792E-06
       23.7759664   0.2447965E-11  -0.6033597E-08   0.4032816E-06
       23.9763059   0.2077124E-11  -0.5031318E-08   0.3480034E-06
       24.1769960   0.1762059E-11  -0.4194583E-08   0.3001999E-06
       24.3780327   0.1494445E-11  -0.3496237E-08   0.2588757E-06
       24.5794121   0.1267193E-11  -0.2913541E-08   0.2231656E-06
       24.7811303   0.1074260E-11  -0.2427466E-08   0.1923181E-06
       24.9831835   0.9105019E-12  -0.2022088E-08   0.1656805E-06
       25.1855679   0.7715402E-12  -0.1684089E-08   0.1426865E-06
       25.3882798   0.6536471E-12  -0.1402335E-08   0.1228445E-06
       25.5913156   0.5536513E-12  -0.1167516E-08   0.1057285E-06
       25.7946716   0.4688548E-12  -0.9718556E-09   0.9096886E-07
       25.9983444   0.3969635E-12  -0.8088568E-09   0.7824555E-07
       26.2023304   0.3360267E-12  -0.6730937E-09   0.6728127E-07
       26.4066262   0.2843866E-12  -0.5600367E-09   0.5783592E-07
       26.6112284   0.2406343E-12  -0.4659052E-09   0.4970174E-07
       26.8161336   0.2035728E-12  -0.3875447E-09   0.4269897E-07
       27.0213386   0.1721856E-12  -0.3223235E-09   0.3667216E-07
       27.2268401   0.1456095E-12  -0.2680472E-09   0.3148691E-07
       27.4326349   0.1231117E-12  -0.2228857E-09   0.2702711E-07
       27.6387198   0.1040702E-12  -0.1853139E-09   0.2319243E-07
       27.8450919   0.8795730E-13  -0.1540604E-09   0.1989627E-07
       28.0517479   0.7432530E-13  -0.1280662E-09   0.1706384E-07
       28.2586848   0.6279449E-13  -0.1064488E-09   0.1463063E-07
       28.4658998   0.5304291E-13  -0.8847331E-10   0.1254098E-07
       28.6733898   0.4479761E-13  -0.7352788E-10   0.1074691E-07
       28.8811520   0.3782727E-13  -0.6110299E-10   0.9207048E-08
       29.0891835   0.3193586E-13  -0.5077454E-10   0.7885755E-08
       29.2974815   0.2695729E-13  -0.4218957E-10   0.6752324E-08
       29.5060433   0.2275091E-13  -0.3505437E-10   0.5780316E-08
       29.7148660   0.1919761E-13  -0.2912457E-10   0.4946971E-08
       29.9239471   0.1619653E-13  -0.2419688E-10   0.4232703E-08
       30.1332838   0.1366231E-13  -0.2010222E-10   0.3620661E-08
       30.3428736   0.1152269E-13  -0.1669997E-10   0.3096355E-08
       30.5527138   0.9716562E-14  -0.1387319E-10   0.2647327E-08
       30.7628019   0.8192202E-14  -0.1152466E-10   0.2262868E-08
       30.9731354   0.6905876E-14  -0.9573542E-11   0.1933780E-08
       31.1837118   0.5820599E-14  -0.7952658E-11   0.1652159E-08
       31.3945286   0.4905103E-14  -0.6606155E-11   0.1411220E-08
       31.6055836   0.4132955E-14  -0.5487617E-11   0.1205138E-08
       31.8168742   0.3481818E-14  -0.4558471E-11   0.1028913E-08
       32.0283982   0.2932817E-14  -0.3786662E-11   0.8782578E-09
       32.2401532   0.2470006E-14  -0.3145556E-11   0.7494924E-09
       32.4521369   0.2079916E-14  -0.2613024E-11   0.6394631E-09
       32.6643472   0.1751173E-14  -0.2170680E-11   0.5454660E-09
       32.8767817   0.1474173E-14  -0.1803251E-11   0.4651840E-09
       33.0894383   0.1240807E-14  -0.1498049E-11   0.3966319E-09
       33.3023149   0.1044234E-14  -0.1244532E-11   0.3381094E-09
       33.5154092   0.8786760E-15  -0.1033946E-11   0.2881606E-09
       33.7287192   0.7392620E-15  -0.8590187E-12   0.2455389E-09
       33.9422429   0.6218807E-15  -0.7137088E-12   0.2091777E-09
       34.1559781   0.0000000E+00  -0.5929995E-12   0.1781644E-09
       34.3699228   0.0000000E+00  -0.4927234E-12   0.1517181E-09
       34.5840751   0.0000000E+00  -0.4094195E-12   0.1291712E-09
       34.7984330   0.0000000E+00  -0.3402130E-12   0.1099530E-09
       35.0129946   0.0000000E+00  -0.2827164E-12   0.9357546E-10
       35.2277578   0.0000000E+00  -0.2349465E-12   0.7962166E-10
       35.4427209   0.0000000E+00  -0.1952564E-12   0.6773542E-10
       35.6578820   0.0000000E+00  -0.1622780E-12   0.5761246E-10
       35.8732391   0.0000000E+00  -0.1348750E-12   0.4899299E-10
       36.0887906   0.0000000E+00  -0.1121037E-12   0.4165519E-10
       36.3045346   0.0000000E+00  -0.9318020E-13   0.3540975E-10
       36.5204692   0.0000000E+00  -0.7745317E-13   0.3009511E-10
       36.7365929   0.0000000E+00  -0.6438170E-13   0.2557345E-10
       36.9529038   0.0000000E+00  -0.5351637E-13   0.2172720E-10
       37.1694003   0.0000000E+00  -0.4448378E-13   0.1845612E-10
       37.3860806   0.0000000E+00  -0.3697365E-13   0.1567474E-10
       37.6029431   0.0000000E+00  -0.3072811E-13   0.1331020E-10
       37.8199862   0.0000000E+00  -0.2553280E-13   0.1130042E-10
       38.0372082   0.0000000E+00  -0.2120945E-13   0.9592512E-11
       38.2546075   0.0000000E+00  -0.1760976E-13   0.8141408E-11
       38.4721826   0.0000000E+00  -0.1461026E-13   0.6908739E-11
       38.6899318   0.0000000E+00  -0.1210803E-13   0.5861834E-11
       38.9078537   0.0000000E+00  -0.1001720E-13   0.4972880E-11
       39.1259467   0.0000000E+00  -0.8265914E-14   0.4218208E-11
       39.3442093   0.0000000E+00  -0.6793894E-14   0.3577678E-11
       39.5626400   0.0000000E+00  -0.5550318E-14   0.3034160E-11
       39.7812374   0.0000000E+00  -0.4492058E-14   0.2573085E-11
       40.0000000   0.0000000E+00   0.0000000E+00   0.0000000E+00
