 
  EnergyXF(  1s(m=  0))=  -12.4951489387        12.5048517276       -25.0000006663 Int_Ort=         1.00000
    Energy(L= 35,ML= 1)=   -3.1240627905         3.1239466576        -6.2480094482 Int_Ort= 0.9999956031338
    Energy(L= 36,ML= 1)=   -3.1241774406         3.1240778380        -6.2482552785 Int_Ort= 0.9999963362224
    Energy(L= 37,ML= 1)=   -3.1242757326         3.1241899612        -6.2484656938 Int_Ort= 0.9999969288071
    Energy(L= 38,ML= 1)=   -3.1243603158         3.1242861652        -6.2486464810 Int_Ort= 0.9999974104105
    Energy(L= 39,ML= 1)=   -3.1244333620         3.1243690136        -6.2488023756 Int_Ort= 0.9999978038323
    Energy(L= 40,ML= 1)=   -3.1244966600         3.1244406107        -6.2489372706 Int_Ort= 0.9999981267944
    Energy(L= 41,ML= 1)=   -3.1245516894         3.1245026919        -6.2490543813 Int_Ort= 0.9999983931545
    Energy(L= 42,ML= 1)=   -3.1245996797         3.1245566943        -6.2491563740 Int_Ort= 0.9999986138104
    Energy(L= 43,ML= 1)=   -3.1246416564         3.1246038129        -6.2492454692 Int_Ort= 0.9999987973818
    Energy(L= 44,ML= 1)=   -3.1246784780         3.1246450460        -6.2493235240 Int_Ort= 0.9999989507231
    Energy(L= 45,ML= 1)=   -3.1247108664         3.1246812311        -6.2493920975 Int_Ort= 0.9999990793142
    Energy(L= 46,ML= 1)=   -3.1247394302         3.1247130733        -6.2494525036 Int_Ort= 0.9999991875572
    Energy(L= 47,ML= 1)=   -3.1247646850         3.1247411682        -6.2495058532 Int_Ort= 0.9999992790040
    Energy(L= 48,ML= 1)=   -3.1247870682         3.1247660204        -6.2495530886 Int_Ort= 0.9999993565320
    Energy(L= 49,ML= 1)=   -3.1248069529         3.1247880579        -6.2495950108 Int_Ort= 0.9999994224806
    Energy(L= 50,ML= 1)=   -3.1248246578         3.1248076453        -6.2496323031 Int_Ort= 0.9999994787587
    Energy(L= 51,ML= 1)=   -3.1248404561         3.1248250936        -6.2496655497 Int_Ort= 0.9999995269307
    Energy(L= 52,ML= 1)=   -3.1248545827         3.1248406694        -6.2496952521 Int_Ort= 0.9999995682843
    Energy(L= 53,ML= 1)=   -3.1248672400         3.1248546022        -6.2497218422 Int_Ort= 0.9999996038845
    Energy(L= 54,ML= 1)=   -3.1248786028         3.1248670904        -6.2497456932 Int_Ort= 0.9999996346159
    Energy(L= 55,ML= 1)=   -3.1248888229         3.1248783058        -6.2497671287 Int_Ort= 0.9999996612153
    Energy(L= 56,ML= 1)=   -3.1248980317         3.1248883975        -6.2497864292 Int_Ort= 0.9999996842983
    Energy(L= 57,ML= 1)=   -3.1249063440         3.1248974949        -6.2498038389 Int_Ort= 0.9999997043804
    Energy(L= 58,ML= 1)=   -3.1249138597         3.1249057108        -6.2498195705 Int_Ort= 0.9999997218939
    Energy(L= 59,ML= 1)=   -3.1249206664         3.1249131429        -6.2498338093 Int_Ort= 0.9999997372024
    Energy(L= 60,ML= 1)=   -3.1249268408         3.1249198771        -6.2498467179 Int_Ort= 0.9999997506131
    Energy(L= 61,ML= 1)=   -3.1249324503         3.1249259884        -6.2498584387 Int_Ort= 0.9999997623865
    Energy(L= 62,ML= 1)=   -3.1249375542         3.1249315431        -6.2498690972 Int_Ort= 0.9999997727440
    Energy(L= 63,ML= 1)=   -3.1249422048         3.1249365994        -6.2498788042 Int_Ort= 0.9999997818748
    Energy(L= 64,ML= 1)=   -3.1249464484         3.1249412089        -6.2498876572 Int_Ort= 0.9999997899400
    Energy(L= 65,ML= 1)=   -3.1249503258         3.1249454171        -6.2498957428 Int_Ort= 0.9999997970779
    Energy(L= 66,ML= 1)=   -3.1249538733         3.1249492643        -6.2499031376 Int_Ort= 0.9999998034069
    Energy(L= 67,ML= 1)=   -3.1249571232         3.1249527861        -6.2499099093 Int_Ort= 0.9999998090288
    Energy(L= 68,ML= 1)=   -3.1249601042         3.1249560139        -6.2499161181 Int_Ort= 0.9999998140307
    Energy(L= 69,ML= 1)=   -3.1249628419         3.1249589755        -6.2499218173 Int_Ort= 0.9999998184878
    Energy(L= 70,ML= 1)=   -3.1249653591         3.1249616954        -6.2499270545 Int_Ort= 0.9999998224648
    Energy(L= 71,ML= 1)=   -3.1249676763         3.1249641960        -6.2499318723 Int_Ort= 0.9999998260186
    Energy(L= 72,ML= 1)=   -3.1249698117         3.1249664977        -6.2499363094 Int_Ort= 0.9999998291991
    Energy(L= 73,ML= 1)=   -3.1249717818         3.1249686187        -6.2499404005 Int_Ort= 0.9999998320501
    Energy(L= 74,ML= 1)=   -3.1249736012         3.1249705756        -6.2499441768 Int_Ort= 0.9999998346098
    Energy(L= 75,ML= 1)=   -3.1249752832         3.1249723831        -6.2499476663 Int_Ort= 0.9999998369113
    Energy(L= 76,ML= 1)=   -3.1249768398         3.1249740540        -6.2499508938 Int_Ort= 0.9999998389832
    Energy(L= 77,ML= 1)=   -3.1249782818         3.1249756000        -6.2499538818 Int_Ort= 0.9999998408506
    Energy(L= 78,ML= 1)=   -3.1249796188         3.1249770319        -6.2499566507 Int_Ort= 0.9999998425360
    Energy(L= 79,ML= 1)=   -3.1249808596         3.1249783595        -6.2499592191 Int_Ort= 0.9999998440592
    Energy(L= 80,ML= 1)=   -3.1249820123         3.1249795915        -6.2499616037 Int_Ort= 0.9999998454376
    Energy(L= 81,ML= 1)=   -3.1249830840         3.1249807359        -6.2499638199 Int_Ort= 0.9999998466867
    Energy(L= 82,ML= 1)=   -3.1249840813         3.1249818001        -6.2499658813 Int_Ort= 0.9999998478199
    Energy(L= 83,ML= 1)=   -3.1249850101         3.1249827905        -6.2499678006 Int_Ort= 0.9999998488493
    Energy(L= 84,ML= 1)=   -3.1249858759         3.1249837131        -6.2499695889 Int_Ort= 0.9999998497855
    Energy(L= 85,ML= 1)=   -3.1249866835         3.1249845732        -6.2499712567 Int_Ort= 0.9999998506379
    Energy(L= 86,ML= 1)=   -3.1249874375         3.1249853757        -6.2499728132 Int_Ort= 0.9999998514148
    Energy(L= 87,ML= 1)=   -3.1249881420         3.1249861252        -6.2499742672 Int_Ort= 0.9999998521239
    Energy(L= 88,ML= 1)=   -3.1249888008         3.1249868257        -6.2499756265 Int_Ort= 0.9999998527717
    Energy(L= 89,ML= 1)=   -3.1249894172         3.1249874810        -6.2499768983 Int_Ort= 0.9999998533641
    Energy(L= 90,ML= 1)=   -3.1249899944         3.1249880941        -6.2499780885 Int_Ort= 0.9999998539061
    Energy(L= 91,ML= 1)=   -3.1249905352         3.1249886678        -6.2499792031 Int_Ort= 0.9999998544021
    Energy(L= 92,ML= 1)=   -3.1249910426         3.1249892048        -6.2499802475 Int_Ort= 0.9999998548563
    Energy(L= 93,ML= 1)=   -3.1249915191         3.1249897078        -6.2499812269 Int_Ort= 0.9999998552726
    Energy(L= 94,ML= 1)=   -3.1249919658         3.1249901793        -6.2499821451 Int_Ort= 0.9999998556546
    Energy(L= 95,ML= 1)=   -3.1249923862         3.1249906220        -6.2499830081 Int_Ort= 0.9999998560056
    Energy(L= 96,ML= 1)=   -3.1249927817         3.1249910379        -6.2499838196 Int_Ort= 0.9999998563286
    Energy(L= 97,ML= 1)=   -3.1249931527         3.1249914292        -6.2499845819 Int_Ort= 0.9999998566262
    Energy(L= 98,ML= 1)=   -3.1249935020         3.1249917974        -6.2499852994 Int_Ort= 0.9999998569007
    Energy(L= 99,ML= 1)=   -3.1249938316         3.1249921442        -6.2499859758 Int_Ort= 0.9999998571540
    Energy(L=100,ML= 1)=   -3.1249941436         3.1249924709        -6.2499866145 Int_Ort= 0.9999998573878
