        Distance           1s              1s              2p              2p              2p              2p
      0.143750E-01    0.299141E+00    0.299142E+00    0.227470E-02    0.227470E-02    0.227470E-02    0.227470E-02
      0.149602E-01    0.310411E+00    0.310411E+00    0.246010E-02    0.246010E-02    0.246010E-02    0.246010E-02
      0.155693E-01    0.322066E+00    0.322066E+00    0.266043E-02    0.266043E-02    0.266043E-02    0.266043E-02
      0.162030E-01    0.334116E+00    0.334115E+00    0.287687E-02    0.287687E-02    0.287687E-02    0.287687E-02
      0.168625E-01    0.346570E+00    0.346570E+00    0.311069E-02    0.311069E-02    0.311069E-02    0.311069E-02
      0.175488E-01    0.359440E+00    0.359438E+00    0.336327E-02    0.336327E-02    0.336327E-02    0.336327E-02
      0.182629E-01    0.372733E+00    0.372731E+00    0.363607E-02    0.363607E-02    0.363607E-02    0.363607E-02
      0.190060E-01    0.386461E+00    0.386458E+00    0.393067E-02    0.393067E-02    0.393067E-02    0.393067E-02
      0.197793E-01    0.400632E+00    0.400628E+00    0.424879E-02    0.424879E-02    0.424879E-02    0.424879E-02
      0.205839E-01    0.415255E+00    0.415254E+00    0.459224E-02    0.459224E-02    0.459224E-02    0.459224E-02
      0.214211E-01    0.430339E+00    0.430339E+00    0.496300E-02    0.496300E-02    0.496300E-02    0.496300E-02
      0.222922E-01    0.445894E+00    0.445894E+00    0.536319E-02    0.536318E-02    0.536319E-02    0.536318E-02
      0.231987E-01    0.461926E+00    0.461926E+00    0.579506E-02    0.579506E-02    0.579506E-02    0.579506E-02
      0.241418E-01    0.478445E+00    0.478445E+00    0.626107E-02    0.626106E-02    0.626107E-02    0.626106E-02
      0.251232E-01    0.495456E+00    0.495456E+00    0.676382E-02    0.676382E-02    0.676382E-02    0.676382E-02
      0.261443E-01    0.512968E+00    0.512968E+00    0.730612E-02    0.730612E-02    0.730612E-02    0.730612E-02
      0.272067E-01    0.530985E+00    0.530985E+00    0.789099E-02    0.789098E-02    0.789099E-02    0.789098E-02
      0.283121E-01    0.549513E+00    0.549513E+00    0.852164E-02    0.852164E-02    0.852164E-02    0.852164E-02
      0.294622E-01    0.568556E+00    0.568556E+00    0.920154E-02    0.920154E-02    0.920154E-02    0.920154E-02
      0.306587E-01    0.588118E+00    0.588118E+00    0.993438E-02    0.993438E-02    0.993438E-02    0.993438E-02
      0.319037E-01    0.608202E+00    0.608202E+00    0.107241E-01    0.107241E-01    0.107241E-01    0.107241E-01
      0.331989E-01    0.628808E+00    0.628808E+00    0.115750E-01    0.115750E-01    0.115750E-01    0.115750E-01
      0.345464E-01    0.649938E+00    0.649938E+00    0.124916E-01    0.124916E-01    0.124916E-01    0.124916E-01
      0.359484E-01    0.671588E+00    0.671588E+00    0.134787E-01    0.134787E-01    0.134787E-01    0.134787E-01
      0.374068E-01    0.693758E+00    0.693758E+00    0.145414E-01    0.145414E-01    0.145414E-01    0.145414E-01
      0.389241E-01    0.716442E+00    0.716443E+00    0.156854E-01    0.156854E-01    0.156854E-01    0.156854E-01
      0.405025E-01    0.739635E+00    0.739635E+00    0.169164E-01    0.169164E-01    0.169164E-01    0.169164E-01
      0.421446E-01    0.763327E+00    0.763327E+00    0.182408E-01    0.182408E-01    0.182408E-01    0.182408E-01
      0.438527E-01    0.787511E+00    0.787511E+00    0.196653E-01    0.196653E-01    0.196653E-01    0.196653E-01
      0.456296E-01    0.812172E+00    0.812172E+00    0.211968E-01    0.211968E-01    0.211968E-01    0.211968E-01
      0.474779E-01    0.837297E+00    0.837297E+00    0.228430E-01    0.228430E-01    0.228430E-01    0.228430E-01
      0.494005E-01    0.862869E+00    0.862869E+00    0.246120E-01    0.246120E-01    0.246120E-01    0.246120E-01
      0.514004E-01    0.888867E+00    0.888867E+00    0.265121E-01    0.265121E-01    0.265121E-01    0.265121E-01
      0.534805E-01    0.915270E+00    0.915270E+00    0.285525E-01    0.285525E-01    0.285525E-01    0.285525E-01
      0.556441E-01    0.942051E+00    0.942051E+00    0.307427E-01    0.307428E-01    0.307427E-01    0.307428E-01
      0.578944E-01    0.969182E+00    0.969182E+00    0.330929E-01    0.330929E-01    0.330929E-01    0.330929E-01
      0.602349E-01    0.996632E+00    0.996630E+00    0.356136E-01    0.356136E-01    0.356136E-01    0.356136E-01
      0.626690E-01    0.102436E+01    0.102436E+01    0.383163E-01    0.383163E-01    0.383163E-01    0.383163E-01
      0.652006E-01    0.105234E+01    0.105234E+01    0.412127E-01    0.412127E-01    0.412127E-01    0.412127E-01
      0.678333E-01    0.108051E+01    0.108051E+01    0.443155E-01    0.443155E-01    0.443155E-01    0.443155E-01
      0.705711E-01    0.110884E+01    0.110884E+01    0.476378E-01    0.476377E-01    0.476378E-01    0.476377E-01
      0.734182E-01    0.113727E+01    0.113727E+01    0.511934E-01    0.511933E-01    0.511934E-01    0.511933E-01
      0.763787E-01    0.116574E+01    0.116574E+01    0.549968E-01    0.549966E-01    0.549968E-01    0.549966E-01
      0.794572E-01    0.119421E+01    0.119421E+01    0.590631E-01    0.590629E-01    0.590631E-01    0.590629E-01
      0.826582E-01    0.122259E+01    0.122259E+01    0.634083E-01    0.634082E-01    0.634083E-01    0.634082E-01
      0.859863E-01    0.125083E+01    0.125083E+01    0.680487E-01    0.680487E-01    0.680487E-01    0.680487E-01
      0.894467E-01    0.127885E+01    0.127885E+01    0.730016E-01    0.730016E-01    0.730016E-01    0.730016E-01
      0.930442E-01    0.130657E+01    0.130657E+01    0.782847E-01    0.782847E-01    0.782847E-01    0.782847E-01
      0.967843E-01    0.133391E+01    0.133391E+01    0.839164E-01    0.839164E-01    0.839164E-01    0.839164E-01
      0.100672E+00    0.136078E+01    0.136078E+01    0.899159E-01    0.899159E-01    0.899159E-01    0.899159E-01
      0.104714E+00    0.138710E+01    0.138710E+01    0.963025E-01    0.963025E-01    0.963025E-01    0.963025E-01
      0.108915E+00    0.141276E+01    0.141276E+01    0.103097E+00    0.103097E+00    0.103097E+00    0.103097E+00
      0.113282E+00    0.143766E+01    0.143766E+01    0.110318E+00    0.110318E+00    0.110318E+00    0.110318E+00
      0.117821E+00    0.146171E+01    0.146171E+01    0.117989E+00    0.117989E+00    0.117989E+00    0.117989E+00
      0.122538E+00    0.148480E+01    0.148480E+01    0.126130E+00    0.126130E+00    0.126130E+00    0.126130E+00
      0.127440E+00    0.150681E+01    0.150681E+01    0.134762E+00    0.134762E+00    0.134762E+00    0.134762E+00
      0.132535E+00    0.152763E+01    0.152763E+01    0.143907E+00    0.143907E+00    0.143907E+00    0.143907E+00
      0.137828E+00    0.154715E+01    0.154715E+01    0.153586E+00    0.153586E+00    0.153586E+00    0.153586E+00
      0.143329E+00    0.156525E+01    0.156525E+01    0.163821E+00    0.163821E+00    0.163821E+00    0.163821E+00
      0.149044E+00    0.158181E+01    0.158181E+01    0.174632E+00    0.174632E+00    0.174632E+00    0.174632E+00
      0.154981E+00    0.159671E+01    0.159671E+01    0.186041E+00    0.186041E+00    0.186041E+00    0.186041E+00
      0.161149E+00    0.160984E+01    0.160984E+01    0.198066E+00    0.198065E+00    0.198066E+00    0.198065E+00
      0.167556E+00    0.162107E+01    0.162107E+01    0.210726E+00    0.210726E+00    0.210726E+00    0.210726E+00
      0.174211E+00    0.163030E+01    0.163030E+01    0.224039E+00    0.224039E+00    0.224039E+00    0.224039E+00
      0.181123E+00    0.163740E+01    0.163740E+01    0.238021E+00    0.238021E+00    0.238021E+00    0.238021E+00
      0.188302E+00    0.164228E+01    0.164228E+01    0.252686E+00    0.252686E+00    0.252686E+00    0.252686E+00
      0.195756E+00    0.164483E+01    0.164483E+01    0.268047E+00    0.268047E+00    0.268047E+00    0.268047E+00
      0.203496E+00    0.164496E+01    0.164496E+01    0.284112E+00    0.284112E+00    0.284112E+00    0.284112E+00
      0.211533E+00    0.164257E+01    0.164257E+01    0.300889E+00    0.300889E+00    0.300889E+00    0.300889E+00
      0.219876E+00    0.163760E+01    0.163760E+01    0.318381E+00    0.318381E+00    0.318381E+00    0.318381E+00
      0.228537E+00    0.162997E+01    0.162997E+01    0.336590E+00    0.336590E+00    0.336590E+00    0.336590E+00
      0.237526E+00    0.161963E+01    0.161963E+01    0.355510E+00    0.355511E+00    0.355510E+00    0.355511E+00
      0.246856E+00    0.160653E+01    0.160653E+01    0.375135E+00    0.375135E+00    0.375135E+00    0.375135E+00
      0.256539E+00    0.159064E+01    0.159064E+01    0.395450E+00    0.395450E+00    0.395450E+00    0.395450E+00
      0.266585E+00    0.157195E+01    0.157195E+01    0.416438E+00    0.416438E+00    0.416438E+00    0.416438E+00
      0.277009E+00    0.155046E+01    0.155046E+01    0.438075E+00    0.438075E+00    0.438075E+00    0.438075E+00
      0.287822E+00    0.152620E+01    0.152620E+01    0.460330E+00    0.460330E+00    0.460330E+00    0.460330E+00
      0.299039E+00    0.149919E+01    0.149919E+01    0.483167E+00    0.483167E+00    0.483167E+00    0.483167E+00
      0.310672E+00    0.146951E+01    0.146951E+01    0.506543E+00    0.506543E+00    0.506543E+00    0.506543E+00
      0.322736E+00    0.143721E+01    0.143721E+01    0.530406E+00    0.530405E+00    0.530406E+00    0.530405E+00
      0.335245E+00    0.140240E+01    0.140240E+01    0.554697E+00    0.554697E+00    0.554697E+00    0.554697E+00
      0.348213E+00    0.136520E+01    0.136520E+01    0.579352E+00    0.579352E+00    0.579352E+00    0.579352E+00
      0.361656E+00    0.132573E+01    0.132573E+01    0.604293E+00    0.604293E+00    0.604293E+00    0.604293E+00
      0.375589E+00    0.128415E+01    0.128415E+01    0.629440E+00    0.629440E+00    0.629440E+00    0.629440E+00
      0.390028E+00    0.124064E+01    0.124064E+01    0.654701E+00    0.654701E+00    0.654701E+00    0.654701E+00
      0.404988E+00    0.119538E+01    0.119538E+01    0.679976E+00    0.679976E+00    0.679976E+00    0.679976E+00
      0.420486E+00    0.114858E+01    0.114858E+01    0.705157E+00    0.705157E+00    0.705157E+00    0.705157E+00
      0.436540E+00    0.110046E+01    0.110046E+01    0.730129E+00    0.730129E+00    0.730129E+00    0.730129E+00
      0.453165E+00    0.105125E+01    0.105125E+01    0.754769E+00    0.754769E+00    0.754769E+00    0.754769E+00
      0.470379E+00    0.100119E+01    0.100119E+01    0.778947E+00    0.778947E+00    0.778947E+00    0.778947E+00
      0.488201E+00    0.950535E+00    0.950535E+00    0.802527E+00    0.802527E+00    0.802527E+00    0.802527E+00
      0.506648E+00    0.899536E+00    0.899536E+00    0.825365E+00    0.825365E+00    0.825365E+00    0.825365E+00
      0.525739E+00    0.848452E+00    0.848452E+00    0.847317E+00    0.847317E+00    0.847317E+00    0.847317E+00
      0.545492E+00    0.797539E+00    0.797539E+00    0.868232E+00    0.868232E+00    0.868232E+00    0.868232E+00
      0.565927E+00    0.747052E+00    0.747052E+00    0.887958E+00    0.887959E+00    0.887958E+00    0.887959E+00
      0.587062E+00    0.697237E+00    0.697237E+00    0.906343E+00    0.906343E+00    0.906343E+00    0.906343E+00
      0.608917E+00    0.648331E+00    0.648331E+00    0.923235E+00    0.923235E+00    0.923235E+00    0.923235E+00
      0.631512E+00    0.600559E+00    0.600559E+00    0.938485E+00    0.938485E+00    0.938485E+00    0.938485E+00
      0.654867E+00    0.554132E+00    0.554132E+00    0.951947E+00    0.951947E+00    0.951947E+00    0.951947E+00
      0.679002E+00    0.509240E+00    0.509240E+00    0.963484E+00    0.963484E+00    0.963484E+00    0.963484E+00
      0.703937E+00    0.466056E+00    0.466056E+00    0.972965E+00    0.972965E+00    0.972965E+00    0.972965E+00
      0.729694E+00    0.424732E+00    0.424732E+00    0.980270E+00    0.980270E+00    0.980270E+00    0.980270E+00
      0.756293E+00    0.385395E+00    0.385395E+00    0.985292E+00    0.985292E+00    0.985292E+00    0.985292E+00
      0.783755E+00    0.348148E+00    0.348148E+00    0.987936E+00    0.987936E+00    0.987936E+00    0.987936E+00
      0.812100E+00    0.313070E+00    0.313070E+00    0.988125E+00    0.988126E+00    0.988125E+00    0.988126E+00
      0.841351E+00    0.280215E+00    0.280215E+00    0.985800E+00    0.985800E+00    0.985800E+00    0.985800E+00
      0.871527E+00    0.249614E+00    0.249614E+00    0.980918E+00    0.980918E+00    0.980918E+00    0.980918E+00
      0.902652E+00    0.221270E+00    0.221270E+00    0.973460E+00    0.973460E+00    0.973460E+00    0.973460E+00
      0.934744E+00    0.195167E+00    0.195167E+00    0.963428E+00    0.963428E+00    0.963428E+00    0.963428E+00
      0.967827E+00    0.171267E+00    0.171267E+00    0.950846E+00    0.950846E+00    0.950846E+00    0.950846E+00
      0.100192E+01    0.149512E+00    0.149512E+00    0.935760E+00    0.935760E+00    0.935760E+00    0.935760E+00
      0.103705E+01    0.129827E+00    0.129827E+00    0.918241E+00    0.918242E+00    0.918241E+00    0.918242E+00
      0.107323E+01    0.112123E+00    0.112123E+00    0.898383E+00    0.898383E+00    0.898383E+00    0.898383E+00
      0.111048E+01    0.962990E-01    0.962990E-01    0.876300E+00    0.876300E+00    0.876300E+00    0.876300E+00
      0.114883E+01    0.822423E-01    0.822423E-01    0.852130E+00    0.852130E+00    0.852130E+00    0.852130E+00
      0.118829E+01    0.698347E-01    0.698347E-01    0.826029E+00    0.826029E+00    0.826029E+00    0.826029E+00
      0.122889E+01    0.589526E-01    0.589526E-01    0.798172E+00    0.798172E+00    0.798172E+00    0.798172E+00
      0.127064E+01    0.494706E-01    0.494706E-01    0.768749E+00    0.768749E+00    0.768749E+00    0.768749E+00
      0.131357E+01    0.412629E-01    0.412629E-01    0.737965E+00    0.737965E+00    0.737965E+00    0.737965E+00
      0.135769E+01    0.342055E-01    0.342055E-01    0.706036E+00    0.706036E+00    0.706036E+00    0.706036E+00
      0.140303E+01    0.281783E-01    0.281783E-01    0.673184E+00    0.673184E+00    0.673184E+00    0.673184E+00
      0.144960E+01    0.230660E-01    0.230660E-01    0.639638E+00    0.639638E+00    0.639638E+00    0.639638E+00
      0.149742E+01    0.187599E-01    0.187599E-01    0.605628E+00    0.605628E+00    0.605628E+00    0.605628E+00
      0.154650E+01    0.151582E-01    0.151583E-01    0.571382E+00    0.571382E+00    0.571382E+00    0.571382E+00
      0.159687E+01    0.121671E-01    0.121671E-01    0.537126E+00    0.537126E+00    0.537126E+00    0.537126E+00
      0.164855E+01    0.970084E-02    0.970087E-02    0.503076E+00    0.503076E+00    0.503076E+00    0.503076E+00
      0.170154E+01    0.768208E-02    0.768211E-02    0.469439E+00    0.469439E+00    0.469439E+00    0.469439E+00
      0.175587E+01    0.604171E-02    0.604175E-02    0.436409E+00    0.436409E+00    0.436409E+00    0.436409E+00
      0.181154E+01    0.471868E-02    0.471871E-02    0.404166E+00    0.404166E+00    0.404166E+00    0.404166E+00
      0.186858E+01    0.365954E-02    0.365957E-02    0.372870E+00    0.372870E+00    0.372870E+00    0.372870E+00
      0.192700E+01    0.281804E-02    0.281808E-02    0.342666E+00    0.342666E+00    0.342666E+00    0.342666E+00
      0.198680E+01    0.215454E-02    0.215457E-02    0.313679E+00    0.313679E+00    0.313679E+00    0.313679E+00
      0.204801E+01    0.163538E-02    0.163541E-02    0.286012E+00    0.286012E+00    0.286012E+00    0.286012E+00
      0.211063E+01    0.123229E-02    0.123233E-02    0.259749E+00    0.259749E+00    0.259749E+00    0.259749E+00
      0.217468E+01    0.921756E-03    0.921786E-03    0.234952E+00    0.234952E+00    0.234952E+00    0.234952E+00
      0.224017E+01    0.684386E-03    0.684414E-03    0.211665E+00    0.211665E+00    0.211665E+00    0.211665E+00
      0.230710E+01    0.504369E-03    0.504393E-03    0.189912E+00    0.189912E+00    0.189912E+00    0.189912E+00
      0.237548E+01    0.368924E-03    0.368946E-03    0.169697E+00    0.169697E+00    0.169697E+00    0.169697E+00
      0.244533E+01    0.267824E-03    0.267843E-03    0.151012E+00    0.151012E+00    0.151012E+00    0.151012E+00
      0.251665E+01    0.192961E-03    0.192977E-03    0.133828E+00    0.133828E+00    0.133828E+00    0.133828E+00
      0.258944E+01    0.137969E-03    0.137982E-03    0.118108E+00    0.118108E+00    0.118108E+00    0.118108E+00
      0.266372E+01    0.978973E-04    0.979085E-04    0.103800E+00    0.103800E+00    0.103800E+00    0.103800E+00
      0.273948E+01    0.689332E-04    0.689425E-04    0.908448E-01    0.908448E-01    0.908448E-01    0.908448E-01
      0.281674E+01    0.481664E-04    0.481740E-04    0.791728E-01    0.791728E-01    0.791728E-01    0.791728E-01
      0.289549E+01    0.333972E-04    0.334033E-04    0.687106E-01    0.687106E-01    0.687106E-01    0.687106E-01
      0.297574E+01    0.229784E-04    0.229832E-04    0.593799E-01    0.593799E-01    0.593799E-01    0.593799E-01
      0.305749E+01    0.156880E-04    0.156918E-04    0.510999E-01    0.510999E-01    0.510999E-01    0.510999E-01
      0.314074E+01    0.106280E-04    0.106309E-04    0.437890E-01    0.437890E-01    0.437890E-01    0.437890E-01
      0.322550E+01    0.714447E-05    0.714672E-05    0.373657E-01    0.373657E-01    0.373657E-01    0.373657E-01
      0.331175E+01    0.476566E-05    0.476737E-05    0.317500E-01    0.317500E-01    0.317500E-01    0.317500E-01
      0.339951E+01    0.315437E-05    0.315565E-05    0.268646E-01    0.268646E-01    0.268646E-01    0.268646E-01
      0.348877E+01    0.207177E-05    0.207272E-05    0.226350E-01    0.226350E-01    0.226350E-01    0.226350E-01
      0.357952E+01    0.135025E-05    0.135095E-05    0.189912E-01    0.189912E-01    0.189912E-01    0.189912E-01
      0.367177E+01    0.873250E-06    0.873762E-06    0.158670E-01    0.158670E-01    0.158670E-01    0.158670E-01
      0.376551E+01    0.560430E-06    0.560799E-06    0.132012E-01    0.132012E-01    0.132012E-01    0.132012E-01
      0.386074E+01    0.356921E-06    0.357184E-06    0.109374E-01    0.109374E-01    0.109374E-01    0.109374E-01
      0.395745E+01    0.225580E-06    0.225765E-06    0.902403E-02    0.902403E-02    0.902403E-02    0.902403E-02
      0.405564E+01    0.141488E-06    0.141617E-06    0.741450E-02    0.741450E-02    0.741450E-02    0.741450E-02
      0.415530E+01    0.880723E-07    0.881622E-07    0.606686E-02    0.606686E-02    0.606686E-02    0.606686E-02
      0.425643E+01    0.544098E-07    0.544715E-07    0.494373E-02    0.494373E-02    0.494373E-02    0.494373E-02
      0.435901E+01    0.333616E-07    0.334036E-07    0.401201E-02    0.401201E-02    0.401201E-02    0.401201E-02
      0.446304E+01    0.203033E-07    0.203315E-07    0.324262E-02    0.324262E-02    0.324262E-02    0.324262E-02
      0.456852E+01    0.122646E-07    0.122834E-07    0.261015E-02    0.261015E-02    0.261015E-02    0.261015E-02
      0.467543E+01    0.735399E-08    0.736642E-08    0.209258E-02    0.209258E-02    0.209258E-02    0.209258E-02
      0.478376E+01    0.437722E-08    0.438535E-08    0.167091E-02    0.167092E-02    0.167091E-02    0.167092E-02
      0.489352E+01    0.258641E-08    0.259169E-08    0.132891E-02    0.132891E-02    0.132891E-02    0.132891E-02
      0.500467E+01    0.151721E-08    0.152060E-08    0.105272E-02    0.105273E-02    0.105272E-02    0.105273E-02
      0.511723E+01    0.883607E-09    0.885770E-09    0.830665E-03    0.830671E-03    0.830665E-03    0.830671E-03
      0.523117E+01    0.510934E-09    0.512301E-09    0.652892E-03    0.652900E-03    0.652892E-03    0.652900E-03
      0.534649E+01    0.293350E-09    0.294206E-09    0.511181E-03    0.511189E-03    0.511181E-03    0.511189E-03
      0.546318E+01    0.167242E-09    0.167774E-09    0.398693E-03    0.398702E-03    0.398693E-03    0.398702E-03
      0.558122E+01    0.946825E-10    0.950098E-10    0.309775E-03    0.309785E-03    0.309775E-03    0.309785E-03
      0.570060E+01    0.532333E-10    0.534331E-10    0.239780E-03    0.239790E-03    0.239780E-03    0.239790E-03
      0.582131E+01    0.297244E-10    0.298454E-10    0.184906E-03    0.184916E-03    0.184906E-03    0.184916E-03
      0.594334E+01    0.164848E-10    0.165575E-10    0.142062E-03    0.142072E-03    0.142062E-03    0.142072E-03
      0.606668E+01    0.908079E-11    0.912412E-11    0.108744E-03    0.108754E-03    0.108744E-03    0.108754E-03
      0.619131E+01    0.496890E-11    0.499452E-11    0.829370E-04    0.829463E-04    0.829370E-04    0.829463E-04
      0.631723E+01    0.270097E-11    0.271600E-11    0.630267E-04    0.630354E-04    0.630267E-04    0.630354E-04
      0.644441E+01    0.145859E-11    0.146734E-11    0.477252E-04    0.477332E-04    0.477252E-04    0.477332E-04
      0.657285E+01    0.782576E-12    0.787628E-12    0.360109E-04    0.360182E-04    0.360109E-04    0.360182E-04
      0.670254E+01    0.417185E-12    0.420081E-12    0.270769E-04    0.270834E-04    0.270769E-04    0.270834E-04
      0.683346E+01    0.220988E-12    0.222636E-12    0.202889E-04    0.202947E-04    0.202889E-04    0.202947E-04
      0.696559E+01    0.116326E-12    0.117257E-12    0.151506E-04    0.151556E-04    0.151506E-04    0.151556E-04
      0.709893E+01    0.608526E-13    0.613745E-13    0.112752E-04    0.112796E-04    0.112752E-04    0.112796E-04
      0.723347E+01    0.316379E-13    0.319284E-13    0.836304E-05    0.836675E-05    0.836304E-05    0.836675E-05
      0.736918E+01    0.163490E-13    0.165096E-13    0.618246E-05    0.618562E-05    0.618246E-05    0.618562E-05
      0.750605E+01    0.839765E-14    0.848579E-14    0.455547E-05    0.455813E-05    0.455547E-05    0.455813E-05
      0.764408E+01    0.428784E-14    0.433589E-14    0.334576E-05    0.334799E-05    0.334576E-05    0.334799E-05
      0.778325E+01    0.217652E-14    0.220253E-14    0.244943E-05    0.245128E-05    0.244943E-05    0.245128E-05
      0.792355E+01    0.109840E-14    0.111238E-14    0.178755E-05    0.178907E-05    0.178755E-05    0.178907E-05
      0.806495E+01    0.551135E-15    0.558607E-15    0.130044E-05    0.130168E-05    0.130044E-05    0.130168E-05
      0.820746E+01    0.000000E+00    0.000000E+00    0.943140E-06    0.944152E-06    0.943140E-06    0.944152E-06
      0.835105E+01    0.000000E+00    0.000000E+00    0.681921E-06    0.682739E-06    0.681921E-06    0.682739E-06
      0.849572E+01    0.000000E+00    0.000000E+00    0.491564E-06    0.492220E-06    0.491564E-06    0.492220E-06
      0.864145E+01    0.000000E+00    0.000000E+00    0.353288E-06    0.353812E-06    0.353288E-06    0.353812E-06
      0.878822E+01    0.000000E+00    0.000000E+00    0.253161E-06    0.253577E-06    0.253161E-06    0.253577E-06
      0.893603E+01    0.000000E+00    0.000000E+00    0.180884E-06    0.181212E-06    0.180884E-06    0.181212E-06
      0.908486E+01    0.000000E+00    0.000000E+00    0.128871E-06    0.129128E-06    0.128871E-06    0.129128E-06
      0.923470E+01    0.000000E+00    0.000000E+00    0.915536E-07    0.917542E-07    0.915536E-07    0.917542E-07
      0.938553E+01    0.000000E+00    0.000000E+00    0.648601E-07    0.650159E-07    0.648601E-07    0.650159E-07
      0.953735E+01    0.000000E+00    0.000000E+00    0.458223E-07    0.459427E-07    0.458223E-07    0.459427E-07
      0.969014E+01    0.000000E+00    0.000000E+00    0.322841E-07    0.323767E-07    0.322841E-07    0.323767E-07
      0.984389E+01    0.000000E+00    0.000000E+00    0.226844E-07    0.227553E-07    0.226844E-07    0.227553E-07
      0.999858E+01    0.000000E+00    0.000000E+00    0.158968E-07    0.159508E-07    0.158968E-07    0.159508E-07
      0.101542E+02    0.000000E+00    0.000000E+00    0.111109E-07    0.111519E-07    0.111109E-07    0.111519E-07
      0.103108E+02    0.000000E+00    0.000000E+00    0.774571E-08    0.777666E-08    0.774571E-08    0.777666E-08
      0.104682E+02    0.000000E+00    0.000000E+00    0.538592E-08    0.540920E-08    0.538592E-08    0.540920E-08
      0.106266E+02    0.000000E+00    0.000000E+00    0.373559E-08    0.375304E-08    0.373559E-08    0.375304E-08
      0.107858E+02    0.000000E+00    0.000000E+00    0.258449E-08    0.259751E-08    0.258449E-08    0.259751E-08
      0.109460E+02    0.000000E+00    0.000000E+00    0.178370E-08    0.179337E-08    0.178370E-08    0.179337E-08
      0.111069E+02    0.000000E+00    0.000000E+00    0.122803E-08    0.123519E-08    0.122803E-08    0.123519E-08
      0.112688E+02    0.000000E+00    0.000000E+00    0.843445E-09    0.848727E-09    0.843445E-09    0.848727E-09
      0.114315E+02    0.000000E+00    0.000000E+00    0.577930E-09    0.581812E-09    0.577930E-09    0.581812E-09
      0.115950E+02    0.000000E+00    0.000000E+00    0.395074E-09    0.397917E-09    0.395074E-09    0.397917E-09
      0.117593E+02    0.000000E+00    0.000000E+00    0.269451E-09    0.271525E-09    0.269451E-09    0.271525E-09
      0.119244E+02    0.000000E+00    0.000000E+00    0.183355E-09    0.184864E-09    0.183355E-09    0.184864E-09
      0.120904E+02    0.000000E+00    0.000000E+00    0.124489E-09    0.125582E-09    0.124489E-09    0.125582E-09
      0.122571E+02    0.000000E+00    0.000000E+00    0.843344E-10    0.851245E-10    0.843344E-10    0.851245E-10
      0.124246E+02    0.000000E+00    0.000000E+00    0.570073E-10    0.575762E-10    0.570073E-10    0.575762E-10
      0.125928E+02    0.000000E+00    0.000000E+00    0.384519E-10    0.388603E-10    0.384519E-10    0.388603E-10
      0.127619E+02    0.000000E+00    0.000000E+00    0.258810E-10    0.261732E-10    0.258810E-10    0.261732E-10
      0.129316E+02    0.000000E+00    0.000000E+00    0.173833E-10    0.175918E-10    0.173833E-10    0.175918E-10
      0.131021E+02    0.000000E+00    0.000000E+00    0.116515E-10    0.117998E-10    0.116515E-10    0.117998E-10
      0.132733E+02    0.000000E+00    0.000000E+00    0.779370E-11    0.789887E-11    0.779370E-11    0.789887E-11
      0.134453E+02    0.000000E+00    0.000000E+00    0.520269E-11    0.527707E-11    0.520269E-11    0.527707E-11
      0.136179E+02    0.000000E+00    0.000000E+00    0.346615E-11    0.351860E-11    0.346615E-11    0.351860E-11
      0.137913E+02    0.000000E+00    0.000000E+00    0.230469E-11    0.234158E-11    0.230469E-11    0.234158E-11
      0.139653E+02    0.000000E+00    0.000000E+00    0.152945E-11    0.155532E-11    0.152945E-11    0.155532E-11
      0.141400E+02    0.000000E+00    0.000000E+00    0.101304E-11    0.103114E-11    0.101304E-11    0.103114E-11
      0.143154E+02    0.000000E+00    0.000000E+00    0.669730E-12    0.682350E-12    0.669730E-12    0.682350E-12
      0.144915E+02    0.000000E+00    0.000000E+00    0.441938E-12    0.450719E-12    0.441938E-12    0.450719E-12
      0.146682E+02    0.000000E+00    0.000000E+00    0.291088E-12    0.297182E-12    0.291088E-12    0.297182E-12
      0.148455E+02    0.000000E+00    0.000000E+00    0.191381E-12    0.195600E-12    0.191381E-12    0.195600E-12
      0.150235E+02    0.000000E+00    0.000000E+00    0.125601E-12    0.128515E-12    0.125601E-12    0.128515E-12
      0.152021E+02    0.000000E+00    0.000000E+00    0.822853E-13    0.842927E-13    0.822853E-13    0.842927E-13
      0.153814E+02    0.000000E+00    0.000000E+00    0.538136E-13    0.551934E-13    0.538136E-13    0.551934E-13
      0.155612E+02    0.000000E+00    0.000000E+00    0.351329E-13    0.360790E-13    0.351329E-13    0.360790E-13
      0.157417E+02    0.000000E+00    0.000000E+00    0.228980E-13    0.235453E-13    0.228980E-13    0.235453E-13
      0.159227E+02    0.000000E+00    0.000000E+00    0.148989E-13    0.153407E-13    0.148989E-13    0.153407E-13
      0.161043E+02    0.000000E+00    0.000000E+00    0.967806E-14    0.997899E-14    0.967806E-14    0.997899E-14
      0.162866E+02    0.000000E+00    0.000000E+00    0.627645E-14    0.648096E-14    0.627645E-14    0.648096E-14
      0.164693E+02    0.000000E+00    0.000000E+00    0.406386E-14    0.420255E-14    0.406386E-14    0.420255E-14
      0.166527E+02    0.000000E+00    0.000000E+00    0.262707E-14    0.272092E-14    0.262707E-14    0.272092E-14
      0.168366E+02    0.000000E+00    0.000000E+00    0.169560E-14    0.175897E-14    0.169560E-14    0.175897E-14
      0.170211E+02    0.000000E+00    0.000000E+00    0.109270E-14    0.113541E-14    0.109270E-14    0.113541E-14
