
            r               1s              2s              2p
        2.8970316  -0.5574941E-01  -0.8676230E-01   0.1642685E+00
        2.9018840  -0.5773801E-01  -0.8613929E-01   0.1634512E+00
        2.9065622  -0.5972224E-01  -0.8554263E-01   0.1626666E+00
        2.9110861  -0.6170578E-01  -0.8496934E-01   0.1619110E+00
        2.9154739  -0.6369250E-01  -0.8441673E-01   0.1611811E+00
        2.9197421  -0.6568640E-01  -0.8388240E-01   0.1604738E+00
        2.9239062  -0.6769170E-01  -0.8336417E-01   0.1597864E+00
        2.9279801  -0.6971282E-01  -0.8286005E-01   0.1591164E+00
        2.9319773  -0.7175439E-01  -0.8236822E-01   0.1584613E+00
        2.9359099  -0.7382132E-01  -0.8188699E-01   0.1578192E+00
        2.9397898  -0.7591882E-01  -0.8141479E-01   0.1571878E+00
        2.9436281  -0.7805244E-01  -0.8095016E-01   0.1565654E+00
        2.9474356  -0.8022815E-01  -0.8049171E-01   0.1559502E+00
        2.9512228  -0.8245239E-01  -0.8003811E-01   0.1553402E+00
        2.9550000  -0.8473211E-01  -0.7958809E-01   0.1547340E+00
        2.9587773  -0.8707493E-01  -0.7914042E-01   0.1541298E+00
        2.9625650  -0.8948918E-01  -0.7869389E-01   0.1535260E+00
        2.9663734  -0.9198404E-01  -0.7824731E-01   0.1529210E+00
        2.9702128  -0.9456967E-01  -0.7779947E-01   0.1523132E+00
        2.9740942  -0.9725740E-01  -0.7734918E-01   0.1517008E+00
        2.9780288  -0.1000599E+00  -0.7689522E-01   0.1510823E+00
        2.9820283  -0.1029914E+00  -0.7643631E-01   0.1504558E+00
        2.9861052  -0.1060681E+00  -0.7597116E-01   0.1498196E+00
        2.9902729  -0.1093082E+00  -0.7549840E-01   0.1491716E+00
        2.9945455  -0.1127327E+00  -0.7501660E-01   0.1485098E+00
        2.9989385  -0.1163655E+00  -0.7452423E-01   0.1478321E+00
        3.0034687  -0.1202345E+00  -0.7401965E-01   0.1471360E+00
        3.0081545  -0.1243716E+00  -0.7350111E-01   0.1464191E+00
        3.0130161  -0.1200803E+00  -0.7296672E-01   0.1456785E+00
        3.0180761  -0.1157711E+00  -0.7241440E-01   0.1449112E+00
        3.0233593  -0.1114364E+00  -0.7184189E-01   0.1441138E+00
        3.0288938  -0.1070695E+00  -0.7124671E-01   0.1432827E+00
        3.0347109  -0.1026638E+00  -0.7062613E-01   0.1424137E+00
        3.0408461  -0.9821326E-01  -0.6997712E-01   0.1415022E+00
        3.0473393  -0.9371283E-01  -0.6929635E-01   0.1405431E+00
        3.0542361  -0.8915817E-01  -0.6858008E-01   0.1395306E+00
        3.0615881  -0.8454616E-01  -0.6782421E-01   0.1384585E+00
        3.0694545  -0.7987518E-01  -0.6702414E-01   0.1373194E+00
        3.0779027  -0.7514549E-01  -0.6617479E-01   0.1361053E+00
        3.0870098  -0.7035982E-01  -0.6527055E-01   0.1348071E+00
        3.0968644  -0.6552386E-01  -0.6430524E-01   0.1334147E+00
        3.1075672  -0.6064709E-01  -0.6327207E-01   0.1319170E+00
        3.1192335  -0.5574348E-01  -0.6216376E-01   0.1303015E+00
        3.1319941  -0.5083238E-01  -0.6097248E-01   0.1285545E+00
        3.1459966  -0.4593935E-01  -0.5969011E-01   0.1266616E+00
        3.1614062  -0.4109675E-01  -0.5830836E-01   0.1246072E+00
        3.1784052  -0.3634408E-01  -0.5681923E-01   0.1223754E+00
        3.1971920  -0.3172772E-01  -0.5521541E-01   0.1199506E+00
        3.2179774  -0.2729971E-01  -0.5349102E-01   0.1173180E+00
        3.2409792  -0.2311550E-01  -0.5164238E-01   0.1144652E+00
        3.2664142  -0.1923040E-01  -0.4966892E-01   0.1113833E+00
        3.2944879  -0.1569496E-01  -0.4757408E-01   0.1080688E+00
        3.3253830  -0.1254975E-01  -0.4536607E-01   0.1045244E+00
        3.3592474  -0.9820541E-02  -0.4305823E-01   0.1007605E+00
        3.3961841  -0.7514823E-02  -0.4066901E-01   0.9679594E-01
        3.4362446  -0.5620795E-02  -0.3822125E-01   0.9265712E-01
        3.4794269  -0.4109058E-02  -0.3574099E-01   0.8837735E-01
        3.5256790  -0.2936737E-02  -0.3325593E-01   0.8399487E-01
        3.5749060  -0.2053010E-02  -0.3079371E-01   0.7955066E-01
        3.6269801  -0.1404803E-02  -0.2838036E-01   0.7508621E-01
        3.6817516  -0.9415683E-03  -0.2603908E-01   0.7064144E-01
        3.7390592  -0.6185469E-03  -0.2378939E-01   0.6625314E-01
        3.7987384  -0.3984180E-03  -0.2164676E-01   0.6195389E-01
        3.8606284  -0.2515982E-03  -0.1962255E-01   0.5777147E-01
        3.9245760  -0.1556305E-03  -0.1772428E-01   0.5372867E-01
        3.9904390  -0.9409162E-04  -0.1595599E-01   0.4984347E-01
        4.0580869  -0.5535404E-04  -0.1431877E-01   0.4612930E-01
        4.1274017  -0.3141548E-04  -0.1281126E-01   0.4259554E-01
        4.1982771  -0.1690459E-04  -0.1143019E-01   0.3924802E-01
        4.2706182  -0.8295210E-05  -0.1017076E-01   0.3608947E-01
        4.3443402  -0.3318183E-05  -0.9027135E-02   0.3312007E-01
        4.4193677  -0.5394683E-06  -0.7992721E-02   0.3033787E-01
        4.4956332   0.9322162E-06  -0.7060486E-02   0.2773916E-01
        4.5730768   0.1642194E-05  -0.6223177E-02   0.2531889E-01
        4.6516445   0.1919098E-05  -0.5473510E-02   0.2307092E-01
        4.7312882   0.1957975E-05  -0.4804310E-02   0.2098831E-01
        4.8119644   0.1872727E-05  -0.4208619E-02   0.1906355E-01
        4.8936337   0.1728640E-05  -0.3679775E-02   0.1728875E-01
        4.9762607   0.1562269E-05  -0.3211465E-02   0.1565579E-01
        5.0598128   0.1393416E-05  -0.2797761E-02   0.1415646E-01
        5.1442605   0.1232263E-05  -0.2433140E-02   0.1278256E-01
        5.2295764   0.1083558E-05  -0.2112491E-02   0.1152602E-01
        5.3157354   0.9490491E-06  -0.1831109E-02   0.1037893E-01
        5.4027144   0.8288780E-06  -0.1584693E-02   0.9333630E-02
        5.4904916   0.7223708E-06  -0.1369322E-02   0.8382716E-02
        5.5790470   0.6284775E-06  -0.1181446E-02   0.7519115E-02
        5.6683616   0.5460130E-06  -0.1017856E-02   0.6736080E-02
        5.7584178   0.4737839E-06  -0.8756666E-03   0.6027214E-02
        5.8491987   0.4106526E-06  -0.7522934E-03   0.5386473E-02
        5.9406886   0.3555674E-06  -0.6454258E-03   0.4808177E-02
        6.0328725   0.3075725E-06  -0.5530068E-03   0.4286999E-02
        6.1257361   0.2658090E-06  -0.4732096E-03   0.3817966E-02
        6.2192658   0.2295106E-06  -0.4044166E-03   0.3396446E-02
        6.3134486   0.1979966E-06  -0.3451995E-03   0.3018142E-02
        6.4082721   0.1706650E-06  -0.2942995E-03   0.2679073E-02
        6.5037242   0.1469843E-06  -0.2506108E-03   0.2375565E-02
        6.5997935   0.1264868E-06  -0.2131636E-03   0.2104235E-02
        6.6964689   0.1087612E-06  -0.1811095E-03   0.1861975E-02
        6.7937397   0.9344662E-07  -0.1537079E-03   0.1645934E-02
        6.8915955   0.8022697E-07  -0.1303134E-03   0.1453506E-02
        6.9900264   0.6882564E-07  -0.1103650E-03   0.1282312E-02
        7.0890226   0.5900093E-07  -0.9337578E-04   0.1130186E-02
        7.1885747   0.5054190E-07  -0.7892384E-04   0.9951557E-03
        7.2886736   0.4326472E-07  -0.6664447E-04   0.8754347E-03
        7.3893104   0.3700929E-07  -0.5622281E-04   0.7694032E-03
        7.4904765   0.3163641E-07  -0.4738750E-04   0.6755969E-03
        7.5921633   0.2702515E-07  -0.3990507E-04   0.5926939E-03
        7.6943628   0.2307056E-07  -0.3357497E-04   0.5195031E-03
        7.7970669   0.1968166E-07  -0.2822514E-04   0.4549528E-03
        7.9002677   0.1677968E-07  -0.2370825E-04   0.3980800E-03
        8.0039578   0.1429645E-07  -0.1989828E-04   0.3480211E-03
        8.1081295   0.1217305E-07  -0.1668759E-04   0.3040026E-03
        8.2127756   0.1035862E-07  -0.1398438E-04   0.2653326E-03
        8.3178890   0.8809253E-08  -0.1171044E-04   0.2313932E-03
        8.4234627   0.7487132E-08  -0.9799267E-05   0.2016332E-03
        8.5294899   0.6359674E-08  -0.8194317E-05   0.1755618E-03
        8.6359639   0.5398847E-08  -0.6847622E-05   0.1527423E-03
        8.7428782   0.4580551E-08  -0.5718517E-05   0.1327867E-03
        8.8502264   0.3884084E-08  -0.4772571E-05   0.1153507E-03
        8.9580021   0.3291677E-08  -0.3980662E-05   0.1001292E-03
        9.0661992   0.2788093E-08  -0.3318183E-05   0.8685227E-04
        9.1748117   0.2360272E-08  -0.2764369E-05   0.7528099E-04
        9.2838337   0.1997031E-08  -0.2301709E-05   0.6520452E-04
        9.3932593   0.1688804E-08  -0.1915453E-05   0.5643681E-04
        9.5030829   0.1427409E-08  -0.1593189E-05   0.4881393E-04
        9.6132988   0.1205856E-08  -0.1324480E-05   0.4219158E-04
        9.7239017   0.1018178E-08  -0.1100559E-05   0.3644285E-04
        9.8348861   0.8592822E-09  -0.9140689E-06   0.3145630E-04
        9.9462468   0.7248286E-09  -0.7588385E-06   0.2713409E-04
       10.0579784   0.6111179E-09  -0.6296972E-06   0.2339049E-04
       10.1700761   0.5150006E-09  -0.5223158E-06   0.2015039E-04
       10.2825347   0.4337969E-09  -0.4330725E-06   0.1734807E-04
       10.3953494   0.3652279E-09  -0.3589390E-06   0.1492610E-04
       10.5085154   0.3073569E-09  -0.2973857E-06   0.1283431E-04
       10.6220278   0.2585391E-09  -0.2463004E-06   0.1102892E-04
       10.7358821   0.2173784E-09  -0.2039211E-06   0.9471775E-05
       10.8500737   0.1826905E-09  -0.1687786E-06   0.8129637E-05
       10.9645981   0.1534715E-09  -0.1396485E-06   0.6973575E-05
       11.0794508   0.1288707E-09  -0.1155115E-06   0.5978439E-05
       11.1946277   0.1081678E-09  -0.9551896E-07   0.5122374E-05
       11.3101243   0.9075303E-10  -0.7896500E-07   0.4386408E-05
       11.4259365   0.7611080E-10  -0.6526281E-07   0.3754087E-05
       11.5420602   0.6380516E-10  -0.5392474E-07   0.3211146E-05
       11.6584914   0.5346775E-10  -0.4454575E-07   0.2745235E-05
       11.7752260   0.4478752E-10  -0.3678962E-07   0.2345662E-05
       11.8922602   0.3750190E-10  -0.3037733E-07   0.2003184E-05
       12.0095901   0.3138939E-10  -0.2507746E-07   0.1709813E-05
       12.1272120   0.2626323E-10  -0.2069814E-07   0.1458652E-05
       12.2451221   0.2196600E-10  -0.1708035E-07   0.1243749E-05
       12.3633167   0.1836511E-10  -0.1409237E-07   0.1059972E-05
       12.4817924   0.1534892E-10  -0.1162510E-07   0.9029001E-06
       12.6005455   0.1282349E-10  -0.9588218E-08   0.7687252E-06
       12.7195725   0.1070977E-10  -0.7906992E-08   0.6541709E-06
       12.8388702   0.8941329E-11  -0.6519584E-08   0.5564200E-06
       12.9584350   0.7462315E-11  -0.5374854E-08   0.4730511E-06
       13.0782637   0.6225822E-11  -0.4430516E-08   0.4019849E-06
       13.1983531   0.5192461E-11  -0.3651620E-08   0.3414368E-06
       13.3186999   0.4329174E-11  -0.3009281E-08   0.2898759E-06
       13.4393009   0.3608228E-11  -0.2479638E-08   0.2459901E-06
       13.5601532   0.3006365E-11  -0.2042981E-08   0.2086551E-06
       13.6812536   0.2504090E-11  -0.1683033E-08   0.1769085E-06
       13.8025992   0.2085069E-11  -0.1386358E-08   0.1499267E-06
       13.9241870   0.1735621E-11  -0.1141863E-08   0.1270054E-06
       14.0460141   0.1444292E-11  -0.9403946E-09   0.1075425E-06
       14.1680776   0.1201496E-11  -0.7743998E-09   0.9102393E-07
       14.2903747   0.9992141E-12  -0.6376472E-09   0.7701055E-07
       14.4129027   0.8307400E-12  -0.5249974E-09   0.6512778E-07
       14.5356589   0.6904681E-12  -0.4322114E-09   0.5505615E-07
       14.6586405   0.5737142E-12  -0.3557940E-09   0.4652335E-07
       14.7818449   0.4765655E-12  -0.2928634E-09   0.3929739E-07
       14.9052695   0.3957546E-12  -0.2410441E-09   0.3318073E-07
       15.0289118   0.3285544E-12  -0.1983779E-09   0.2800526E-07
       15.1527693   0.2726892E-12  -0.1632511E-09   0.2362799E-07
       15.2768394   0.2262607E-12  -0.1343338E-09   0.1992733E-07
       15.4011197   0.1876863E-12  -0.1105303E-09   0.1679998E-07
       15.5256079   0.1556466E-12  -0.9093777E-10   0.1415818E-07
       15.6503015   0.1290421E-12  -0.7481254E-10   0.1192742E-07
       15.7751983   0.1069570E-12  -0.6154202E-10   0.1004451E-07
       15.9002959   0.8862873E-13  -0.5062167E-10   0.8455805E-08
       16.0255920   0.7342239E-13  -0.4163595E-10   0.7115859E-08
       16.1510845   0.6080964E-13  -0.3424267E-10   0.5986148E-08
       16.2767712   0.5035094E-13  -0.2816009E-10   0.5034044E-08
       16.4026499   0.4168072E-13  -0.2315620E-10   0.4231923E-08
       16.5287184   0.3449502E-13  -0.1904002E-10   0.3556404E-08
       16.6549748   0.2854121E-13  -0.1565431E-10   0.2987713E-08
       16.7814168   0.2360937E-13  -0.1286965E-10   0.2509126E-08
       16.9080425   0.1952511E-13  -0.1057950E-10   0.2106511E-08
       17.0348499   0.1614361E-13  -0.8696200E-11   0.1767925E-08
       17.1618371   0.1334466E-13  -0.7147579E-11   0.1483285E-08
       17.2890019   0.1102845E-13  -0.5874260E-11   0.1244077E-08
       17.4163427   0.9112197E-14  -0.4827384E-11   0.1043118E-08
       17.5438574   0.7527215E-14  -0.3966748E-11   0.8743482E-09
       17.6715441   0.6216546E-14  -0.3259274E-11   0.7326590E-09
       17.7994012   0.5132969E-14  -0.2677752E-11   0.6137438E-09
       17.9274267   0.4237345E-14  -0.2199797E-11   0.5139744E-09
       18.0556189   0.3497242E-14  -0.1806996E-11   0.4302951E-09
       18.1839760   0.2885793E-14  -0.1484204E-11   0.3601332E-09
       18.3124964   0.2380748E-14  -0.1218965E-11   0.3013236E-09
       18.4411782   0.1963682E-14  -0.1001037E-11   0.2520447E-09
       18.5700198   0.1619345E-14  -0.8219952E-12   0.2107647E-09
       18.6990196   0.1335117E-14  -0.6749145E-12   0.1761957E-09
       18.8281759   0.1100554E-14  -0.5540996E-12   0.1472553E-09
       18.9574871   0.9070199E-15  -0.4548689E-12   0.1230343E-09
       19.0869517   0.1207359E-20  -0.3733736E-12   0.1027690E-09
       19.2165680   0.0000000E+00  -0.3064498E-12   0.8581840E-10
       19.3463345   0.0000000E+00  -0.2514973E-12   0.7164431E-10
       19.4762498   0.0000000E+00  -0.2063788E-12   0.5979534E-10
       19.6063122   0.0000000E+00  -0.1693379E-12   0.4989287E-10
       19.7365203   0.0000000E+00  -0.1389314E-12   0.4161945E-10
       19.8668727   0.0000000E+00  -0.1139733E-12   0.3470898E-10
       19.9973680   0.0000000E+00  -0.9348941E-13   0.2893852E-10
       20.1280046   0.0000000E+00  -0.7667925E-13   0.2412131E-10
       20.2587812   0.0000000E+00  -0.6288530E-13   0.2010094E-10
       20.3896965   0.0000000E+00  -0.5156749E-13   0.1674650E-10
       20.5207490   0.0000000E+00  -0.4228226E-13   0.1394842E-10
       20.6519374   0.0000000E+00  -0.3466534E-13   0.1161502E-10
       20.7832604   0.0000000E+00  -0.2841762E-13   0.9669641E-11
       20.9147167   0.0000000E+00  -0.2329349E-13   0.8048166E-11
       21.0463050   0.0000000E+00  -0.1909132E-13   0.6697007E-11
       21.1780240   0.0000000E+00  -0.1564558E-13   0.5571380E-11
       21.3098724   0.0000000E+00  -0.1282040E-13   0.4633872E-11
       21.4418491   0.0000000E+00  -0.1050426E-13   0.3853235E-11
       21.5739528   0.0000000E+00  -0.8605643E-14   0.3203376E-11
       21.7061823   0.0000000E+00  -0.7049445E-14   0.2662518E-11
       21.8385364   0.0000000E+00  -0.5774047E-14   0.2212483E-11
       21.9710140   0.0000000E+00  -0.4728891E-14   0.1838110E-11
       22.1036138   0.0000000E+00  -0.3872504E-14   0.1526749E-11
       22.2363347   0.0000000E+00  -0.3170866E-14   0.1267854E-11
       22.3691757   0.0000000E+00  -0.2596076E-14   0.1052634E-11
       22.5021355   0.0000000E+00  -0.2125252E-14   0.8737621E-12
       22.6352131   0.0000000E+00  -0.1739630E-14   0.7251320E-12
       22.7684074   0.0000000E+00  -0.1423826E-14   0.6016585E-12
       22.9017173   0.0000000E+00  -0.1165226E-14   0.4991061E-12
       23.0351418   0.0000000E+00  -0.9534917E-15   0.4139486E-12
       23.1686798   0.0000000E+00  -0.7801484E-15   0.3432508E-12
       23.3023303   0.0000000E+00  -0.6382504E-15   0.2845699E-12
       23.4360923   0.0000000E+00  -0.5221059E-15   0.2358737E-12
       23.5699647   0.0000000E+00  -0.4270510E-15   0.1954717E-12
       23.7039467   0.0000000E+00  -0.3492647E-15   0.1619582E-12
       23.8380371   0.0000000E+00  -0.2856166E-15   0.1341645E-12
       23.9722350   0.0000000E+00  -0.2335426E-15   0.1111189E-12
       24.1065395   0.0000000E+00  -0.2117133E-19   0.9201437E-13
       24.2409496   0.0000000E+00   0.0000000E+00   0.7617998E-13
       24.3754644   0.0000000E+00   0.0000000E+00   0.6305861E-13
       24.5100830   0.0000000E+00   0.0000000E+00   0.5218756E-13
       24.6448045   0.0000000E+00   0.0000000E+00   0.4318266E-13
       24.7796279   0.0000000E+00   0.0000000E+00   0.3572501E-13
       24.9145524   0.0000000E+00   0.0000000E+00   0.2954993E-13
       25.0495770   0.0000000E+00   0.0000000E+00   0.2443781E-13
       25.1847010   0.0000000E+00   0.0000000E+00   0.2020648E-13
       25.3199235   0.0000000E+00   0.0000000E+00   0.1670484E-13
       25.4552436   0.0000000E+00   0.0000000E+00   0.1380759E-13
       25.5906606   0.0000000E+00   0.0000000E+00   0.1141084E-13
       25.7261734   0.0000000E+00   0.0000000E+00   0.9428504E-14
       25.8617815   0.0000000E+00   0.0000000E+00   0.7789214E-14
       25.9974839   0.0000000E+00   0.0000000E+00   0.6433848E-14
       26.1332798   0.0000000E+00   0.0000000E+00   0.5313431E-14
       26.2691685   0.0000000E+00   0.0000000E+00   0.4387396E-14
       26.4051492   0.0000000E+00   0.0000000E+00   0.3622154E-14
       26.5412212   0.0000000E+00   0.0000000E+00   0.2989893E-14
       26.6773836   0.0000000E+00   0.0000000E+00   0.2467595E-14
       26.8136357   0.0000000E+00   0.0000000E+00   0.2036208E-14
       26.9499767   0.0000000E+00   0.0000000E+00   0.1679968E-14
       27.0864061   0.0000000E+00   0.0000000E+00   0.1385833E-14
       27.2229229   0.0000000E+00   0.0000000E+00   0.1143016E-14
       27.3595266   0.0000000E+00   0.0000000E+00   0.9425972E-15
       27.4962163   0.0000000E+00   0.0000000E+00   0.7771999E-15
       27.6329914   0.0000000E+00   0.0000000E+00   0.6407265E-15
       27.7698513   0.0000000E+00   0.0000000E+00   0.5281369E-15
       27.9067951   0.0000000E+00   0.0000000E+00   0.4352660E-15
       28.0438223   0.0000000E+00   0.0000000E+00   0.3586723E-15
       28.1809322   0.0000000E+00   0.0000000E+00   0.2955129E-15
       28.3181241   0.0000000E+00   0.0000000E+00   0.2434394E-15
       28.4553973   0.0000000E+00   0.0000000E+00   0.2005127E-15
       28.5927513   0.0000000E+00   0.0000000E+00   0.1651315E-15
       28.7301854   0.0000000E+00   0.0000000E+00   0.1359738E-15
       28.8676989   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.0052912   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.1429618   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.2807099   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.4185351   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.5564366   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.6944140   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.8324665   0.0000000E+00   0.0000000E+00   0.0000000E+00
       29.9705937   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.1087950   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.2470699   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.3854176   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.5238378   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.6623298   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.8008931   0.0000000E+00   0.0000000E+00   0.0000000E+00
       30.9395272   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.0782316   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.2170056   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.3558489   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.4947609   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.6337411   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.7727889   0.0000000E+00   0.0000000E+00   0.0000000E+00
       31.9119039   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.0510857   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.1903336   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.3296473   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.4690262   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.6084699   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.7479779   0.0000000E+00   0.0000000E+00   0.0000000E+00
       32.8875498   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.0271850   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.1668832   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.3066439   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.4464667   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.5863511   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.7262966   0.0000000E+00   0.0000000E+00   0.0000000E+00
       33.8663029   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.0063695   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.1464960   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.2866821   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.4269271   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.5672309   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.7075929   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.8480128   0.0000000E+00   0.0000000E+00   0.0000000E+00
       34.9884901   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.1290245   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.2696155   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.4102629   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.5509662   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.6917250   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.8325390   0.0000000E+00   0.0000000E+00   0.0000000E+00
       35.9734078   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.1143310   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.2553082   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.3963392   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.5374235   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.6785607   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.8197507   0.0000000E+00   0.0000000E+00   0.0000000E+00
       36.9609929   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.1022871   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.2436328   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.3850299   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.5264779   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.6679765   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.8095254   0.0000000E+00   0.0000000E+00   0.0000000E+00
       37.9511243   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.0927727   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.2344706   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.3762174   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.5180129   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.6598568   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.8017487   0.0000000E+00   0.0000000E+00   0.0000000E+00
       38.9436884   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.0856756   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.2277100   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.3697913   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.5119191   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.6540932   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.7963133   0.0000000E+00   0.0000000E+00   0.0000000E+00
       39.9385792   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.0808905   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.2232469   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.3656482   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.5080941   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.6505844   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.7931187   0.0000000E+00   0.0000000E+00   0.0000000E+00
       40.9356968   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.0783184   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.2209833   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.3636911   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.5064418   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.6492349   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.7920702   0.0000000E+00   0.0000000E+00   0.0000000E+00
       41.9349475   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.0778666   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.2208271   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.3638289   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.5068717   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.6499552   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.7930792   0.0000000E+00   0.0000000E+00   0.0000000E+00
       42.9362435   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.0794478   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.2226920   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.3659757   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.5092987   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.6526609   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.7960620   0.0000000E+00   0.0000000E+00   0.0000000E+00
       43.9395017   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.0829799   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.2264963   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.3700507   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.5136429   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.6572727   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.8009398   0.0000000E+00   0.0000000E+00   0.0000000E+00
       44.9446441   0.0000000E+00   0.0000000E+00   0.0000000E+00
       45.0883853   0.0000000E+00   0.0000000E+00   0.0000000E+00
       45.2321633   0.0000000E+00   0.0000000E+00   0.0000000E+00
       45.3759778   0.0000000E+00   0.0000000E+00   0.0000000E+00
