        Distance           1s              1s              2p              2p              2p              2p
      0.166527E+02    0.884841E-09    0.884871E-09    0.712264E-04    0.712261E-04    0.712264E-04    0.712261E-04
      0.168366E+02    0.758838E-09    0.758872E-09    0.624498E-04    0.624497E-04    0.624498E-04    0.624497E-04
      0.170211E+02    0.650546E-09    0.650567E-09    0.547256E-04    0.547256E-04    0.547256E-04    0.547256E-04
      0.172061E+02    0.557513E-09    0.557514E-09    0.479316E-04    0.479317E-04    0.479316E-04    0.479317E-04
      0.173916E+02    0.477619E-09    0.477604E-09    0.419592E-04    0.419594E-04    0.419592E-04    0.419594E-04
      0.175777E+02    0.409034E-09    0.409011E-09    0.367122E-04    0.367123E-04    0.367122E-04    0.367123E-04
      0.177643E+02    0.350180E-09    0.350159E-09    0.321051E-04    0.321051E-04    0.321051E-04    0.321051E-04
      0.179514E+02    0.299694E-09    0.299686E-09    0.280621E-04    0.280620E-04    0.280621E-04    0.280620E-04
      0.181390E+02    0.256401E-09    0.256417E-09    0.245161E-04    0.245158E-04    0.245161E-04    0.245158E-04
      0.183271E+02    0.219292E-09    0.219340E-09    0.214078E-04    0.214072E-04    0.214078E-04    0.214072E-04
      0.185158E+02    0.187493E-09    0.187579E-09    0.186845E-04    0.186837E-04    0.186845E-04    0.186837E-04
      0.187049E+02    0.160254E-09    0.160384E-09    0.163000E-04    0.163003E-04    0.163000E-04    0.163003E-04
      0.188945E+02    0.136929E-09    0.136883E-09    0.142130E-04    0.142132E-04    0.142130E-04    0.142132E-04
      0.190845E+02    0.116963E-09    0.116941E-09    0.123876E-04    0.123876E-04    0.123876E-04    0.123876E-04
      0.192751E+02    0.998776E-10    0.998691E-10    0.107916E-04    0.107916E-04    0.107916E-04    0.107916E-04
      0.194661E+02    0.852622E-10    0.852606E-10    0.939699E-05    0.939698E-05    0.939699E-05    0.939698E-05
      0.196576E+02    0.727637E-10    0.727649E-10    0.817895E-05    0.817893E-05    0.817895E-05    0.817893E-05
      0.198495E+02    0.620790E-10    0.620807E-10    0.711565E-05    0.711564E-05    0.711565E-05    0.711564E-05
      0.200419E+02    0.529479E-10    0.529489E-10    0.618789E-05    0.618789E-05    0.618789E-05    0.618789E-05
      0.202347E+02    0.451467E-10    0.451468E-10    0.537877E-05    0.537877E-05    0.537877E-05    0.537877E-05
      0.204280E+02    0.384840E-10    0.384833E-10    0.467346E-05    0.467347E-05    0.467346E-05    0.467347E-05
      0.206217E+02    0.327954E-10    0.327942E-10    0.405893E-05    0.405893E-05    0.405893E-05    0.405893E-05
      0.208159E+02    0.279398E-10    0.279388E-10    0.352374E-05    0.352374E-05    0.352374E-05    0.352374E-05
      0.210104E+02    0.237966E-10    0.237964E-10    0.305786E-05    0.305785E-05    0.305786E-05    0.305785E-05
      0.212054E+02    0.202623E-10    0.202633E-10    0.265249E-05    0.265247E-05    0.265249E-05    0.265247E-05
      0.214008E+02    0.172483E-10    0.172509E-10    0.229995E-05    0.229990E-05    0.229995E-05    0.229990E-05
      0.215966E+02    0.146787E-10    0.146833E-10    0.199347E-05    0.199340E-05    0.199347E-05    0.199340E-05
      0.217928E+02    0.124886E-10    0.124954E-10    0.172715E-05    0.172717E-05    0.172715E-05    0.172717E-05
      0.219894E+02    0.106226E-10    0.106206E-10    0.149583E-05    0.149584E-05    0.149583E-05    0.149584E-05
      0.221864E+02    0.903304E-11    0.903218E-11    0.129500E-05    0.129500E-05    0.129500E-05    0.129500E-05
      0.223838E+02    0.767940E-11    0.767913E-11    0.112071E-05    0.112071E-05    0.112071E-05    0.112071E-05
      0.225815E+02    0.652698E-11    0.652698E-11    0.969510E-06    0.969509E-06    0.969510E-06    0.969509E-06
      0.227797E+02    0.554612E-11    0.554621E-11    0.838402E-06    0.838401E-06    0.838402E-06    0.838401E-06
      0.229782E+02    0.471151E-11    0.471159E-11    0.724759E-06    0.724758E-06    0.724759E-06    0.724758E-06
      0.231771E+02    0.400153E-11    0.400156E-11    0.626293E-06    0.626293E-06    0.626293E-06    0.626293E-06
      0.233764E+02    0.339773E-11    0.339770E-11    0.541012E-06    0.541013E-06    0.541012E-06    0.541013E-06
      0.235760E+02    0.288435E-11    0.288429E-11    0.467179E-06    0.467180E-06    0.467179E-06    0.467180E-06
      0.237760E+02    0.244796E-11    0.244791E-11    0.403282E-06    0.403282E-06    0.403282E-06    0.403282E-06
      0.239763E+02    0.207712E-11    0.207710E-11    0.348003E-06    0.348003E-06    0.348003E-06    0.348003E-06
      0.241770E+02    0.176206E-11    0.176209E-11    0.300200E-06    0.300198E-06    0.300200E-06    0.300198E-06
      0.243780E+02    0.149445E-11    0.149456E-11    0.258876E-06    0.258873E-06    0.258876E-06    0.258873E-06
      0.245794E+02    0.126719E-11    0.126741E-11    0.223166E-06    0.223161E-06    0.223166E-06    0.223161E-06
      0.247811E+02    0.107426E-11    0.107459E-11    0.192318E-06    0.192320E-06    0.192318E-06    0.192320E-06
      0.249832E+02    0.910502E-12    0.910375E-12    0.165681E-06    0.165682E-06    0.165681E-06    0.165682E-06
      0.251856E+02    0.771540E-12    0.771484E-12    0.142686E-06    0.142687E-06    0.142686E-06    0.142687E-06
      0.253883E+02    0.653647E-12    0.653629E-12    0.122845E-06    0.122845E-06    0.122845E-06    0.122845E-06
      0.255913E+02    0.553651E-12    0.553651E-12    0.105728E-06    0.105728E-06    0.105728E-06    0.105728E-06
      0.257947E+02    0.468855E-12    0.468860E-12    0.909689E-07    0.909688E-07    0.909689E-07    0.909688E-07
      0.259983E+02    0.396963E-12    0.396969E-12    0.782456E-07    0.782455E-07    0.782456E-07    0.782455E-07
      0.262023E+02    0.336027E-12    0.336029E-12    0.672813E-07    0.672813E-07    0.672813E-07    0.672813E-07
      0.264066E+02    0.284387E-12    0.284386E-12    0.578359E-07    0.578360E-07    0.578359E-07    0.578360E-07
      0.266112E+02    0.240634E-12    0.240632E-12    0.497017E-07    0.497018E-07    0.497017E-07    0.497018E-07
      0.268161E+02    0.203573E-12    0.203570E-12    0.426990E-07    0.426990E-07    0.426990E-07    0.426990E-07
      0.270213E+02    0.172186E-12    0.172184E-12    0.366722E-07    0.366721E-07    0.366722E-07    0.366721E-07
      0.272268E+02    0.145610E-12    0.145611E-12    0.314869E-07    0.314868E-07    0.314869E-07    0.314868E-07
      0.274326E+02    0.123112E-12    0.123118E-12    0.270271E-07    0.270269E-07    0.270271E-07    0.270269E-07
      0.276387E+02    0.104070E-12    0.104083E-12    0.231924E-07    0.231921E-07    0.231924E-07    0.231921E-07
      0.278451E+02    0.879573E-13    0.879762E-13    0.198963E-07    0.198964E-07    0.198963E-07    0.198964E-07
      0.280517E+02    0.743253E-13    0.743184E-13    0.170638E-07    0.170639E-07    0.170638E-07    0.170639E-07
      0.282587E+02    0.627945E-13    0.627916E-13    0.146306E-07    0.146306E-07    0.146306E-07    0.146306E-07
      0.284659E+02    0.530429E-13    0.530420E-13    0.125410E-07    0.125410E-07    0.125410E-07    0.125410E-07
      0.286734E+02    0.447976E-13    0.447977E-13    0.107469E-07    0.107469E-07    0.107469E-07    0.107469E-07
      0.288812E+02    0.378273E-13    0.378276E-13    0.920705E-08    0.920704E-08    0.920705E-08    0.920704E-08
      0.290892E+02    0.319359E-13    0.319361E-13    0.788575E-08    0.788575E-08    0.788575E-08    0.788575E-08
      0.292975E+02    0.269573E-13    0.269574E-13    0.675232E-08    0.675233E-08    0.675232E-08    0.675233E-08
      0.295060E+02    0.227509E-13    0.227508E-13    0.578032E-08    0.578032E-08    0.578032E-08    0.578032E-08
      0.297149E+02    0.191976E-13    0.191974E-13    0.494697E-08    0.494698E-08    0.494697E-08    0.494698E-08
      0.299239E+02    0.161965E-13    0.161964E-13    0.423270E-08    0.423270E-08    0.423270E-08    0.423270E-08
      0.301333E+02    0.136623E-13    0.136623E-13    0.362066E-08    0.362066E-08    0.362066E-08    0.362066E-08
      0.303429E+02    0.115227E-13    0.115229E-13    0.309635E-08    0.309634E-08    0.309635E-08    0.309634E-08
      0.305527E+02    0.971656E-14    0.971711E-14    0.264733E-08    0.264730E-08    0.264733E-08    0.264730E-08
      0.307628E+02    0.819220E-14    0.819313E-14    0.226287E-08    0.226289E-08    0.226287E-08    0.226289E-08
      0.309731E+02    0.690588E-14    0.690524E-14    0.193378E-08    0.193379E-08    0.193378E-08    0.193379E-08
      0.311837E+02    0.582060E-14    0.582031E-14    0.165216E-08    0.165216E-08    0.165216E-08    0.165216E-08
      0.313945E+02    0.490510E-14    0.490499E-14    0.141122E-08    0.141122E-08    0.141122E-08    0.141122E-08
      0.316056E+02    0.413295E-14    0.413294E-14    0.120514E-08    0.120514E-08    0.120514E-08    0.120514E-08
      0.318169E+02    0.348182E-14    0.348183E-14    0.102891E-08    0.102891E-08    0.102891E-08    0.102891E-08
      0.320284E+02    0.293282E-14    0.293283E-14    0.878258E-09    0.878257E-09    0.878258E-09    0.878257E-09
      0.322402E+02    0.247001E-14    0.247001E-14    0.749492E-09    0.749492E-09    0.749492E-09    0.749492E-09
      0.324521E+02    0.207992E-14    0.207991E-14    0.639463E-09    0.639463E-09    0.639463E-09    0.639463E-09
      0.326643E+02    0.175117E-14    0.175116E-14    0.545466E-09    0.545466E-09    0.545466E-09    0.545466E-09
      0.328768E+02    0.147417E-14    0.147416E-14    0.465184E-09    0.465184E-09    0.465184E-09    0.465184E-09
      0.330894E+02    0.124081E-14    0.124080E-14    0.396632E-09    0.396632E-09    0.396632E-09    0.396632E-09
      0.333023E+02    0.104423E-14    0.104424E-14    0.338109E-09    0.338109E-09    0.338109E-09    0.338109E-09
      0.335154E+02    0.878676E-15    0.878703E-15    0.288161E-09    0.288159E-09    0.288161E-09    0.288159E-09
      0.337287E+02    0.739262E-15    0.739312E-15    0.245539E-09    0.245541E-09    0.245539E-09    0.245541E-09
      0.339422E+02    0.621881E-15    0.621957E-15    0.209178E-09    0.209179E-09    0.209178E-09    0.209179E-09
      0.341560E+02    0.000000E+00    0.000000E+00    0.178164E-09    0.178165E-09    0.178164E-09    0.178165E-09
      0.343699E+02    0.000000E+00    0.000000E+00    0.151718E-09    0.151718E-09    0.151718E-09    0.151718E-09
      0.345841E+02    0.000000E+00    0.000000E+00    0.129171E-09    0.129171E-09    0.129171E-09    0.129171E-09
      0.347984E+02    0.000000E+00    0.000000E+00    0.109953E-09    0.109953E-09    0.109953E-09    0.109953E-09
      0.350130E+02    0.000000E+00    0.000000E+00    0.935755E-10    0.935754E-10    0.935755E-10    0.935754E-10
      0.352278E+02    0.000000E+00    0.000000E+00    0.796217E-10    0.796217E-10    0.796217E-10    0.796217E-10
      0.354427E+02    0.000000E+00    0.000000E+00    0.677354E-10    0.677354E-10    0.677354E-10    0.677354E-10
      0.356579E+02    0.000000E+00    0.000000E+00    0.576125E-10    0.576125E-10    0.576125E-10    0.576125E-10
      0.358732E+02    0.000000E+00    0.000000E+00    0.489930E-10    0.489930E-10    0.489930E-10    0.489930E-10
      0.360888E+02    0.000000E+00    0.000000E+00    0.416552E-10    0.416552E-10    0.416552E-10    0.416552E-10
      0.363045E+02    0.000000E+00    0.000000E+00    0.354097E-10    0.354097E-10    0.354097E-10    0.354097E-10
      0.365205E+02    0.000000E+00    0.000000E+00    0.300951E-10    0.300950E-10    0.300951E-10    0.300950E-10
      0.367366E+02    0.000000E+00    0.000000E+00    0.255734E-10    0.255732E-10    0.255734E-10    0.255732E-10
      0.369529E+02    0.000000E+00    0.000000E+00    0.217272E-10    0.217313E-10    0.217272E-10    0.217313E-10
      0.371694E+02    0.000000E+00    0.000000E+00    0.184561E-10    0.184580E-10    0.184561E-10    0.184580E-10
      0.373861E+02    0.000000E+00    0.000000E+00    0.156747E-10    0.156752E-10    0.156747E-10    0.156752E-10
      0.376029E+02    0.000000E+00    0.000000E+00    0.133102E-10    0.133100E-10    0.133102E-10    0.133100E-10
      0.378200E+02    0.000000E+00    0.000000E+00    0.113004E-10    0.113000E-10    0.113004E-10    0.113000E-10
      0.380372E+02    0.000000E+00    0.000000E+00    0.959251E-11    0.959223E-11    0.959251E-11    0.959223E-11
      0.382546E+02    0.000000E+00    0.000000E+00    0.814141E-11    0.814139E-11    0.814141E-11    0.814139E-11
      0.384722E+02    0.000000E+00    0.000000E+00    0.690874E-11    0.690898E-11    0.690874E-11    0.690898E-11
      0.386899E+02    0.000000E+00    0.000000E+00    0.586183E-11    0.586220E-11    0.586183E-11    0.586220E-11
      0.389079E+02    0.000000E+00    0.000000E+00    0.497288E-11    0.497315E-11    0.497288E-11    0.497315E-11
      0.391259E+02    0.000000E+00    0.000000E+00    0.421821E-11    0.421809E-11    0.421821E-11    0.421809E-11
      0.393442E+02    0.000000E+00    0.000000E+00    0.357768E-11    0.357687E-11    0.357768E-11    0.357687E-11
      0.395626E+02    0.000000E+00    0.000000E+00    0.303416E-11    0.303232E-11    0.303416E-11    0.303232E-11
      0.397812E+02    0.000000E+00    0.000000E+00    0.257309E-11    0.256988E-11    0.257309E-11    0.256988E-11
      0.400000E+02    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
