        Distance           1s              1s              2p              2p              2p              2p
      0.127527E-01    0.249341E+00    0.249341E+00    0.516386E-03    0.516448E-03    0.516386E-03    0.516448E-03
      0.132721E-01    0.258825E+00    0.258825E+00    0.558584E-03    0.558649E-03    0.558584E-03    0.558649E-03
      0.138125E-01    0.268640E+00    0.268640E+00    0.604196E-03    0.604264E-03    0.604196E-03    0.604264E-03
      0.143750E-01    0.278797E+00    0.278797E+00    0.653493E-03    0.653563E-03    0.653493E-03    0.653563E-03
      0.149602E-01    0.289303E+00    0.289303E+00    0.706767E-03    0.706840E-03    0.706767E-03    0.706840E-03
      0.155693E-01    0.300169E+00    0.300169E+00    0.764334E-03    0.764410E-03    0.764334E-03    0.764410E-03
      0.162030E-01    0.311403E+00    0.311403E+00    0.826535E-03    0.826612E-03    0.826535E-03    0.826612E-03
      0.168625E-01    0.323015E+00    0.323015E+00    0.893733E-03    0.893813E-03    0.893733E-03    0.893813E-03
      0.175488E-01    0.335015E+00    0.335015E+00    0.966324E-03    0.966406E-03    0.966324E-03    0.966406E-03
      0.182629E-01    0.347411E+00    0.347411E+00    0.104473E-02    0.104482E-02    0.104473E-02    0.104482E-02
      0.190060E-01    0.360212E+00    0.360212E+00    0.112941E-02    0.112950E-02    0.112941E-02    0.112950E-02
      0.197793E-01    0.373427E+00    0.373427E+00    0.122085E-02    0.122094E-02    0.122085E-02    0.122094E-02
      0.205839E-01    0.387065E+00    0.387066E+00    0.131959E-02    0.131967E-02    0.131959E-02    0.131967E-02
      0.214211E-01    0.401134E+00    0.401135E+00    0.142618E-02    0.142626E-02    0.142618E-02    0.142626E-02
      0.222922E-01    0.415643E+00    0.415644E+00    0.154123E-02    0.154132E-02    0.154123E-02    0.154132E-02
      0.231987E-01    0.430599E+00    0.430601E+00    0.166541E-02    0.166550E-02    0.166541E-02    0.166550E-02
      0.241418E-01    0.446009E+00    0.446009E+00    0.179942E-02    0.179951E-02    0.179942E-02    0.179951E-02
      0.251232E-01    0.461881E+00    0.461881E+00    0.194401E-02    0.194409E-02    0.194401E-02    0.194409E-02
      0.261443E-01    0.478222E+00    0.478222E+00    0.209999E-02    0.210007E-02    0.209999E-02    0.210007E-02
      0.272067E-01    0.495036E+00    0.495036E+00    0.226823E-02    0.226831E-02    0.226823E-02    0.226831E-02
      0.283121E-01    0.512329E+00    0.512329E+00    0.244966E-02    0.244974E-02    0.244966E-02    0.244974E-02
      0.294622E-01    0.530106E+00    0.530106E+00    0.264529E-02    0.264536E-02    0.264529E-02    0.264536E-02
      0.306587E-01    0.548370E+00    0.548370E+00    0.285619E-02    0.285625E-02    0.285619E-02    0.285625E-02
      0.319037E-01    0.567124E+00    0.567124E+00    0.308350E-02    0.308355E-02    0.308350E-02    0.308355E-02
      0.331989E-01    0.586370E+00    0.586370E+00    0.332845E-02    0.332849E-02    0.332845E-02    0.332849E-02
      0.345464E-01    0.606108E+00    0.606108E+00    0.359235E-02    0.359239E-02    0.359235E-02    0.359239E-02
      0.359484E-01    0.626338E+00    0.626338E+00    0.387662E-02    0.387665E-02    0.387662E-02    0.387665E-02
      0.374068E-01    0.647058E+00    0.647058E+00    0.418275E-02    0.418277E-02    0.418275E-02    0.418277E-02
      0.389241E-01    0.668264E+00    0.668264E+00    0.451236E-02    0.451236E-02    0.451236E-02    0.451236E-02
      0.405025E-01    0.689952E+00    0.689952E+00    0.486715E-02    0.486714E-02    0.486715E-02    0.486714E-02
      0.421446E-01    0.712114E+00    0.712114E+00    0.524895E-02    0.524893E-02    0.524895E-02    0.524893E-02
      0.438527E-01    0.734744E+00    0.734744E+00    0.565972E-02    0.565969E-02    0.565972E-02    0.565969E-02
      0.456296E-01    0.757830E+00    0.757830E+00    0.610154E-02    0.610149E-02    0.610154E-02    0.610149E-02
      0.474779E-01    0.781360E+00    0.781360E+00    0.657661E-02    0.657655E-02    0.657661E-02    0.657655E-02
      0.494005E-01    0.805319E+00    0.805319E+00    0.708730E-02    0.708722E-02    0.708730E-02    0.708722E-02
      0.514004E-01    0.829691E+00    0.829691E+00    0.763611E-02    0.763602E-02    0.763611E-02    0.763602E-02
      0.534805E-01    0.854456E+00    0.854456E+00    0.822571E-02    0.822561E-02    0.822571E-02    0.822561E-02
      0.556441E-01    0.879591E+00    0.879591E+00    0.885893E-02    0.885882E-02    0.885893E-02    0.885882E-02
      0.578944E-01    0.905073E+00    0.905073E+00    0.953876E-02    0.953864E-02    0.953876E-02    0.953864E-02
      0.602349E-01    0.930873E+00    0.930873E+00    0.102684E-01    0.102683E-01    0.102684E-01    0.102683E-01
      0.626690E-01    0.956960E+00    0.956960E+00    0.110512E-01    0.110511E-01    0.110512E-01    0.110511E-01
      0.652006E-01    0.983300E+00    0.983299E+00    0.118907E-01    0.118906E-01    0.118907E-01    0.118906E-01
      0.678333E-01    0.100985E+01    0.100985E+01    0.127908E-01    0.127907E-01    0.127908E-01    0.127907E-01
      0.705711E-01    0.103659E+01    0.103659E+01    0.137553E-01    0.137552E-01    0.137553E-01    0.137552E-01
      0.734182E-01    0.106344E+01    0.106345E+01    0.147885E-01    0.147885E-01    0.147885E-01    0.147885E-01
      0.763787E-01    0.109039E+01    0.109039E+01    0.158949E-01    0.158948E-01    0.158949E-01    0.158948E-01
      0.794572E-01    0.111736E+01    0.111736E+01    0.170790E-01    0.170790E-01    0.170790E-01    0.170790E-01
      0.826582E-01    0.114430E+01    0.114430E+01    0.183457E-01    0.183458E-01    0.183457E-01    0.183458E-01
      0.859863E-01    0.117116E+01    0.117116E+01    0.197004E-01    0.197004E-01    0.197004E-01    0.197004E-01
      0.894467E-01    0.119787E+01    0.119787E+01    0.211482E-01    0.211483E-01    0.211482E-01    0.211483E-01
      0.930442E-01    0.122436E+01    0.122436E+01    0.226949E-01    0.226950E-01    0.226949E-01    0.226950E-01
      0.967843E-01    0.125056E+01    0.125056E+01    0.243463E-01    0.243466E-01    0.243463E-01    0.243466E-01
      0.100672E+00    0.127639E+01    0.127639E+01    0.261087E-01    0.261090E-01    0.261087E-01    0.261090E-01
      0.104714E+00    0.130178E+01    0.130178E+01    0.279885E-01    0.279888E-01    0.279885E-01    0.279888E-01
      0.108915E+00    0.132664E+01    0.132664E+01    0.299924E-01    0.299926E-01    0.299924E-01    0.299926E-01
      0.113282E+00    0.135089E+01    0.135089E+01    0.321273E-01    0.321275E-01    0.321273E-01    0.321275E-01
      0.117821E+00    0.137442E+01    0.137442E+01    0.344005E-01    0.344005E-01    0.344005E-01    0.344005E-01
      0.122538E+00    0.139716E+01    0.139716E+01    0.368194E-01    0.368192E-01    0.368194E-01    0.368192E-01
      0.127440E+00    0.141900E+01    0.141900E+01    0.393917E-01    0.393912E-01    0.393917E-01    0.393912E-01
      0.132535E+00    0.143985E+01    0.143985E+01    0.421255E-01    0.421245E-01    0.421255E-01    0.421245E-01
      0.137828E+00    0.145960E+01    0.145960E+01    0.450289E-01    0.450271E-01    0.450289E-01    0.450271E-01
      0.143329E+00    0.147815E+01    0.147815E+01    0.481103E-01    0.481076E-01    0.481103E-01    0.481076E-01
      0.149044E+00    0.149540E+01    0.149540E+01    0.513784E-01    0.513743E-01    0.513784E-01    0.513743E-01
      0.154981E+00    0.151124E+01    0.151124E+01    0.548419E-01    0.548360E-01    0.548419E-01    0.548360E-01
      0.161149E+00    0.152556E+01    0.152557E+01    0.585098E-01    0.585400E-01    0.585098E-01    0.585400E-01
      0.167556E+00    0.153827E+01    0.153827E+01    0.623911E-01    0.624142E-01    0.623911E-01    0.624142E-01
      0.174211E+00    0.154927E+01    0.154927E+01    0.664952E-01    0.665116E-01    0.664952E-01    0.665116E-01
      0.181123E+00    0.155844E+01    0.155844E+01    0.708312E-01    0.708415E-01    0.708312E-01    0.708415E-01
      0.188302E+00    0.156569E+01    0.156569E+01    0.754085E-01    0.754137E-01    0.754085E-01    0.754137E-01
      0.195756E+00    0.157094E+01    0.157094E+01    0.802363E-01    0.802374E-01    0.802363E-01    0.802374E-01
      0.203496E+00    0.157408E+01    0.157408E+01    0.853240E-01    0.853224E-01    0.853240E-01    0.853224E-01
      0.211533E+00    0.157504E+01    0.157506E+01    0.906808E-01    0.906777E-01    0.906808E-01    0.906777E-01
      0.219876E+00    0.157375E+01    0.157375E+01    0.963157E-01    0.963125E-01    0.963157E-01    0.963125E-01
      0.228537E+00    0.157012E+01    0.157012E+01    0.102237E+00    0.102235E+00    0.102237E+00    0.102235E+00
      0.237526E+00    0.156411E+01    0.156411E+01    0.108455E+00    0.108455E+00    0.108455E+00    0.108455E+00
      0.246856E+00    0.155567E+01    0.155567E+01    0.114976E+00    0.114979E+00    0.114976E+00    0.114979E+00
      0.256539E+00    0.154475E+01    0.154474E+01    0.121808E+00    0.121813E+00    0.121808E+00    0.121813E+00
      0.266585E+00    0.153132E+01    0.153132E+01    0.128960E+00    0.128965E+00    0.128960E+00    0.128965E+00
      0.277009E+00    0.151538E+01    0.151538E+01    0.136437E+00    0.136438E+00    0.136437E+00    0.136438E+00
      0.287822E+00    0.149692E+01    0.149692E+01    0.144246E+00    0.144237E+00    0.144246E+00    0.144237E+00
      0.299039E+00    0.147595E+01    0.147596E+01    0.152393E+00    0.152362E+00    0.152393E+00    0.152362E+00
      0.310672E+00    0.145251E+01    0.145251E+01    0.160882E+00    0.160814E+00    0.160882E+00    0.160814E+00
      0.322736E+00    0.142662E+01    0.142663E+01    0.169716E+00    0.169763E+00    0.169716E+00    0.169763E+00
      0.335245E+00    0.139837E+01    0.139837E+01    0.178898E+00    0.178922E+00    0.178898E+00    0.178922E+00
      0.348213E+00    0.136780E+01    0.136781E+01    0.188430E+00    0.188437E+00    0.188430E+00    0.188437E+00
      0.361656E+00    0.133503E+01    0.133503E+01    0.198312E+00    0.198310E+00    0.198312E+00    0.198310E+00
      0.375589E+00    0.130016E+01    0.130017E+01    0.208543E+00    0.208538E+00    0.208543E+00    0.208538E+00
      0.390028E+00    0.126330E+01    0.126330E+01    0.219120E+00    0.219118E+00    0.219120E+00    0.219118E+00
      0.404988E+00    0.122460E+01    0.122461E+01    0.230038E+00    0.230042E+00    0.230038E+00    0.230042E+00
      0.420486E+00    0.118421E+01    0.118421E+01    0.241292E+00    0.241300E+00    0.241292E+00    0.241300E+00
      0.436540E+00    0.114230E+01    0.114231E+01    0.252874E+00    0.252876E+00    0.252874E+00    0.252876E+00
      0.453165E+00    0.109904E+01    0.109904E+01    0.264773E+00    0.264752E+00    0.264773E+00    0.264752E+00
      0.470379E+00    0.105463E+01    0.105464E+01    0.276978E+00    0.276903E+00    0.276978E+00    0.276903E+00
      0.488201E+00    0.100927E+01    0.100928E+01    0.289474E+00    0.289507E+00    0.289474E+00    0.289507E+00
      0.506648E+00    0.963156E+00    0.963167E+00    0.302244E+00    0.302254E+00    0.302244E+00    0.302254E+00
      0.525739E+00    0.916516E+00    0.916516E+00    0.315270E+00    0.315271E+00    0.315270E+00    0.315271E+00
      0.545492E+00    0.869562E+00    0.869568E+00    0.328531E+00    0.328532E+00    0.328531E+00    0.328532E+00
      0.565927E+00    0.822515E+00    0.822529E+00    0.342001E+00    0.342008E+00    0.342001E+00    0.342008E+00
      0.587062E+00    0.775594E+00    0.775597E+00    0.355654E+00    0.355662E+00    0.355654E+00    0.355662E+00
      0.608917E+00    0.729016E+00    0.729017E+00    0.369460E+00    0.369452E+00    0.369460E+00    0.369452E+00
      0.631512E+00    0.682993E+00    0.682993E+00    0.383389E+00    0.383325E+00    0.383389E+00    0.383325E+00
      0.654867E+00    0.637728E+00    0.637728E+00    0.397404E+00    0.397425E+00    0.397404E+00    0.397425E+00
      0.679002E+00    0.593415E+00    0.593418E+00    0.411468E+00    0.411472E+00    0.411468E+00    0.411472E+00
      0.703937E+00    0.550236E+00    0.550239E+00    0.425542E+00    0.425543E+00    0.425542E+00    0.425543E+00
      0.729694E+00    0.508360E+00    0.508351E+00    0.439584E+00    0.439587E+00    0.439584E+00    0.439587E+00
      0.756293E+00    0.467938E+00    0.467937E+00    0.453548E+00    0.453546E+00    0.453548E+00    0.453546E+00
      0.783755E+00    0.429106E+00    0.429108E+00    0.467388E+00    0.467355E+00    0.467388E+00    0.467355E+00
      0.812100E+00    0.391980E+00    0.391981E+00    0.481056E+00    0.481080E+00    0.481056E+00    0.481080E+00
      0.841351E+00    0.356657E+00    0.356649E+00    0.494501E+00    0.494504E+00    0.494501E+00    0.494504E+00
      0.871527E+00    0.323214E+00    0.323214E+00    0.507673E+00    0.507673E+00    0.507673E+00    0.507673E+00
      0.902652E+00    0.291708E+00    0.291709E+00    0.520519E+00    0.520525E+00    0.520519E+00    0.520525E+00
      0.934744E+00    0.262175E+00    0.262173E+00    0.532985E+00    0.532993E+00    0.532985E+00    0.532993E+00
      0.967827E+00    0.234631E+00    0.234633E+00    0.545020E+00    0.545018E+00    0.545020E+00    0.545018E+00
      0.100192E+01    0.209074E+00    0.209074E+00    0.556568E+00    0.556571E+00    0.556568E+00    0.556571E+00
      0.103705E+01    0.185482E+00    0.185483E+00    0.567579E+00    0.567588E+00    0.567579E+00    0.567588E+00
      0.107323E+01    0.163820E+00    0.163821E+00    0.578001E+00    0.577999E+00    0.578001E+00    0.577999E+00
      0.111048E+01    0.144033E+00    0.144033E+00    0.587783E+00    0.587731E+00    0.587783E+00    0.587731E+00
      0.114883E+01    0.126056E+00    0.126056E+00    0.596878E+00    0.596877E+00    0.596878E+00    0.596877E+00
      0.118829E+01    0.109811E+00    0.109811E+00    0.605239E+00    0.605248E+00    0.605239E+00    0.605248E+00
      0.122889E+01    0.952117E-01    0.952115E-01    0.612824E+00    0.612825E+00    0.612824E+00    0.612825E+00
      0.127064E+01    0.821628E-01    0.821635E-01    0.619594E+00    0.619583E+00    0.619594E+00    0.619583E+00
      0.131357E+01    0.705644E-01    0.705645E-01    0.625510E+00    0.625512E+00    0.625510E+00    0.625512E+00
      0.135769E+01    0.603128E-01    0.603132E-01    0.630542E+00    0.630551E+00    0.630542E+00    0.630551E+00
      0.140303E+01    0.513024E-01    0.513030E-01    0.634661E+00    0.634651E+00    0.634661E+00    0.634651E+00
      0.144960E+01    0.434278E-01    0.434273E-01    0.637843E+00    0.637865E+00    0.637843E+00    0.637865E+00
      0.149742E+01    0.365848E-01    0.365906E-01    0.640070E+00    0.640071E+00    0.640070E+00    0.640071E+00
      0.154650E+01    0.306723E-01    0.306722E-01    0.641326E+00    0.641336E+00    0.641326E+00    0.641336E+00
      0.159687E+01    0.255929E-01    0.255931E-01    0.641604E+00    0.641648E+00    0.641604E+00    0.641648E+00
      0.164855E+01    0.212543E-01    0.212563E-01    0.640898E+00    0.640905E+00    0.640898E+00    0.640905E+00
      0.170154E+01    0.175698E-01    0.175854E-01    0.639210E+00    0.639210E+00    0.639210E+00    0.639210E+00
      0.175587E+01    0.144586E-01    0.144590E-01    0.636545E+00    0.636555E+00    0.636545E+00    0.636555E+00
      0.181154E+01    0.118465E-01    0.118470E-01    0.632915E+00    0.632934E+00    0.632915E+00    0.632934E+00
      0.186858E+01    0.966582E-02    0.967015E-02    0.628336E+00    0.628346E+00    0.628336E+00    0.628346E+00
      0.192700E+01    0.785561E-02    0.785519E-02    0.622828E+00    0.622828E+00    0.622828E+00    0.622828E+00
      0.198680E+01    0.636123E-02    0.636605E-02    0.616417E+00    0.616426E+00    0.616417E+00    0.616426E+00
      0.204801E+01    0.513429E-02    0.513679E-02    0.609131E+00    0.609162E+00    0.609131E+00    0.609162E+00
      0.211063E+01    0.413228E-02    0.411581E-02    0.601004E+00    0.601008E+00    0.601004E+00    0.601008E+00
      0.217468E+01    0.331817E-02    0.331917E-02    0.592072E+00    0.592074E+00    0.592072E+00    0.592074E+00
      0.224017E+01    0.265999E-02    0.266746E-02    0.582378E+00    0.582387E+00    0.582378E+00    0.582387E+00
      0.230710E+01    0.213037E-02    0.213111E-02    0.571963E+00    0.571960E+00    0.571963E+00    0.571960E+00
      0.237548E+01    0.170603E-02    0.171235E-02    0.560873E+00    0.560881E+00    0.560873E+00    0.560881E+00
      0.244533E+01    0.136739E-02    0.136741E-02    0.549158E+00    0.549155E+00    0.549158E+00    0.549155E+00
      0.251665E+01    0.109806E-02    0.110004E-02    0.536867E+00    0.536883E+00    0.536867E+00    0.536883E+00
      0.258944E+01    0.884475E-03    0.884451E-03    0.524052E+00    0.524053E+00    0.524052E+00    0.524053E+00
      0.266372E+01    0.715442E-03    0.709403E-03    0.510767E+00    0.510772E+00    0.510767E+00    0.510772E+00
      0.273948E+01    0.581836E-03    0.581846E-03    0.497064E+00    0.497060E+00    0.497064E+00    0.497060E+00
      0.281674E+01    0.476255E-03    0.461074E-03    0.482998E+00    0.483003E+00    0.482998E+00    0.483003E+00
      0.289549E+01    0.392741E-03    0.388341E-03    0.468623E+00    0.468622E+00    0.468623E+00    0.468622E+00
      0.297574E+01    0.326532E-03    0.275488E-03    0.453994E+00    0.454003E+00    0.453994E+00    0.454003E+00
      0.305749E+01    0.273850E-03    0.273456E-03    0.439163E+00    0.439163E+00    0.439163E+00    0.439163E+00
      0.314074E+01    0.231714E-03    0.188460E-03    0.424182E+00    0.424188E+00    0.424182E+00    0.424188E+00
      0.322550E+01    0.197789E-03    0.196348E-03    0.409104E+00    0.409103E+00    0.409104E+00    0.409103E+00
      0.331175E+01    0.170252E-03    0.155589E-03    0.393977E+00    0.393980E+00    0.393977E+00    0.393980E+00
      0.339951E+01    0.147695E-03    0.155695E-03    0.378850E+00    0.378851E+00    0.378850E+00    0.378851E+00
      0.348877E+01    0.129028E-03    0.120889E-03    0.363769E+00    0.363757E+00    0.363769E+00    0.363757E+00
      0.357952E+01    0.113414E-03    0.130678E-03    0.348776E+00    0.348777E+00    0.348776E+00    0.348777E+00
      0.367177E+01    0.100213E-03    0.867427E-04    0.333915E+00    0.333917E+00    0.333915E+00    0.333917E+00
      0.376551E+01    0.889338E-04    0.796566E-04    0.319223E+00    0.319221E+00    0.319223E+00    0.319221E+00
      0.386074E+01    0.792009E-04    0.730154E-04    0.304737E+00    0.304740E+00    0.304737E+00    0.304740E+00
      0.395745E+01    0.707272E-04    0.667946E-04    0.290491E+00    0.290491E+00    0.290491E+00    0.290491E+00
      0.405564E+01    0.632914E-04    0.609725E-04    0.276515E+00    0.276517E+00    0.276515E+00    0.276517E+00
      0.415530E+01    0.567228E-04    0.555297E-04    0.262838E+00    0.262838E+00    0.262838E+00    0.262838E+00
      0.425643E+01    0.508881E-04    0.504494E-04    0.249485E+00    0.249486E+00    0.249485E+00    0.249486E+00
      0.435901E+01    0.456823E-04    0.457169E-04    0.236477E+00    0.236477E+00    0.236477E+00    0.236477E+00
      0.446304E+01    0.410215E-04    0.413192E-04    0.223835E+00    0.223836E+00    0.223835E+00    0.223836E+00
      0.456852E+01    0.368380E-04    0.372449E-04    0.211575E+00    0.211575E+00    0.211575E+00    0.211575E+00
      0.467543E+01    0.330759E-04    0.334839E-04    0.199711E+00    0.199712E+00    0.199711E+00    0.199712E+00
      0.478376E+01    0.296885E-04    0.300268E-04    0.188255E+00    0.188256E+00    0.188255E+00    0.188256E+00
      0.489352E+01    0.266362E-04    0.268644E-04    0.177215E+00    0.177215E+00    0.177215E+00    0.177215E+00
      0.500467E+01    0.238849E-04    0.239877E-04    0.166597E+00    0.166597E+00    0.166597E+00    0.166597E+00
      0.511723E+01    0.214046E-04    0.213871E-04    0.156406E+00    0.156406E+00    0.156406E+00    0.156406E+00
      0.523117E+01    0.191692E-04    0.190519E-04    0.146644E+00    0.146644E+00    0.146644E+00    0.146644E+00
      0.534649E+01    0.171551E-04    0.169702E-04    0.137310E+00    0.137310E+00    0.137310E+00    0.137310E+00
      0.546318E+01    0.153414E-04    0.151284E-04    0.128402E+00    0.128402E+00    0.128402E+00    0.128402E+00
      0.558122E+01    0.137091E-04    0.135111E-04    0.119917E+00    0.119917E+00    0.119917E+00    0.119917E+00
      0.570060E+01    0.122412E-04    0.121007E-04    0.111848E+00    0.111848E+00    0.111848E+00    0.111848E+00
      0.582131E+01    0.109219E-04    0.108781E-04    0.104190E+00    0.104191E+00    0.104190E+00    0.104191E+00
      0.594334E+01    0.973731E-05    0.982218E-05    0.969345E-01    0.969348E-01    0.969345E-01    0.969348E-01
      0.606668E+01    0.867442E-05    0.891077E-05    0.900712E-01    0.900713E-01    0.900712E-01    0.900713E-01
      0.619131E+01    0.772153E-05    0.812103E-05    0.835905E-01    0.835905E-01    0.835905E-01    0.835905E-01
      0.631723E+01    0.686800E-05    0.743017E-05    0.774810E-01    0.774811E-01    0.774810E-01    0.774811E-01
      0.644441E+01    0.610410E-05    0.681635E-05    0.717311E-01    0.717311E-01    0.717311E-01    0.717311E-01
      0.657285E+01    0.542100E-05    0.625947E-05    0.663281E-01    0.663282E-01    0.663281E-01    0.663282E-01
      0.670254E+01    0.481069E-05    0.478138E-05    0.612593E-01    0.612592E-01    0.612593E-01    0.612592E-01
      0.683346E+01    0.426586E-05    0.424739E-05    0.565114E-01    0.565115E-01    0.565114E-01    0.565115E-01
      0.696559E+01    0.377990E-05    0.376910E-05    0.520708E-01    0.520708E-01    0.520708E-01    0.520708E-01
      0.709893E+01    0.334681E-05    0.334124E-05    0.479239E-01    0.479241E-01    0.479239E-01    0.479241E-01
      0.723347E+01    0.296117E-05    0.295895E-05    0.440572E-01    0.440572E-01    0.440572E-01    0.440572E-01
      0.736918E+01    0.261805E-05    0.261781E-05    0.404568E-01    0.404569E-01    0.404568E-01    0.404569E-01
      0.750605E+01    0.231302E-05    0.231376E-05    0.371093E-01    0.371093E-01    0.371093E-01    0.371093E-01
      0.764408E+01    0.204207E-05    0.204312E-05    0.340014E-01    0.340014E-01    0.340014E-01    0.340014E-01
      0.778325E+01    0.180159E-05    0.180253E-05    0.311198E-01    0.311198E-01    0.311198E-01    0.311198E-01
      0.792355E+01    0.158831E-05    0.158892E-05    0.284518E-01    0.284518E-01    0.284518E-01    0.284518E-01
      0.806495E+01    0.139931E-05    0.139950E-05    0.259849E-01    0.259849E-01    0.259849E-01    0.259849E-01
      0.820746E+01    0.123196E-05    0.123176E-05    0.237070E-01    0.237070E-01    0.237070E-01    0.237070E-01
      0.835105E+01    0.108389E-05    0.108341E-05    0.216063E-01    0.216063E-01    0.216063E-01    0.216063E-01
      0.849572E+01    0.952978E-06    0.952371E-06    0.196716E-01    0.196716E-01    0.196716E-01    0.196716E-01
      0.864145E+01    0.837322E-06    0.836768E-06    0.178919E-01    0.178919E-01    0.178919E-01    0.178919E-01
      0.878822E+01    0.735221E-06    0.734911E-06    0.162570E-01    0.162570E-01    0.162570E-01    0.162570E-01
      0.893603E+01    0.645152E-06    0.645272E-06    0.147569E-01    0.147569E-01    0.147569E-01    0.147569E-01
      0.908486E+01    0.565755E-06    0.566475E-06    0.133821E-01    0.133821E-01    0.133821E-01    0.133821E-01
      0.923470E+01    0.495815E-06    0.497284E-06    0.121237E-01    0.121237E-01    0.121237E-01    0.121237E-01
      0.938553E+01    0.434250E-06    0.436588E-06    0.109731E-01    0.109731E-01    0.109731E-01    0.109731E-01
      0.953735E+01    0.380095E-06    0.383392E-06    0.992240E-02    0.992357E-02    0.992240E-02    0.992357E-02
      0.969014E+01    0.332491E-06    0.331617E-06    0.896397E-02    0.896469E-02    0.896397E-02    0.896469E-02
      0.984389E+01    0.290673E-06    0.290159E-06    0.809068E-02    0.809109E-02    0.809068E-02    0.809109E-02
      0.999858E+01    0.253964E-06    0.253689E-06    0.729586E-02    0.729605E-02    0.729586E-02    0.729605E-02
      0.101542E+02    0.221760E-06    0.221637E-06    0.657323E-02    0.657330E-02    0.657323E-02    0.657330E-02
      0.103108E+02    0.193527E-06    0.193492E-06    0.591695E-02    0.591694E-02    0.591695E-02    0.591694E-02
      0.104682E+02    0.168791E-06    0.168802E-06    0.532155E-02    0.532151E-02    0.532155E-02    0.532151E-02
      0.106266E+02    0.147134E-06    0.147161E-06    0.478194E-02    0.478190E-02    0.478194E-02    0.478190E-02
      0.107858E+02    0.128184E-06    0.128210E-06    0.429340E-02    0.429337E-02    0.429340E-02    0.429337E-02
      0.109460E+02    0.111612E-06    0.111629E-06    0.385154E-02    0.385153E-02    0.385154E-02    0.385153E-02
      0.111069E+02    0.971302E-07    0.971349E-07    0.345229E-02    0.345230E-02    0.345229E-02    0.345230E-02
      0.112688E+02    0.844816E-07    0.844752E-07    0.309190E-02    0.309192E-02    0.309190E-02    0.309192E-02
      0.114315E+02    0.734410E-07    0.734274E-07    0.276689E-02    0.276692E-02    0.276689E-02    0.276692E-02
      0.115950E+02    0.638097E-07    0.637942E-07    0.247408E-02    0.247410E-02    0.247408E-02    0.247410E-02
      0.117593E+02    0.554126E-07    0.554011E-07    0.221052E-02    0.221052E-02    0.221052E-02    0.221052E-02
      0.119244E+02    0.480959E-07    0.480943E-07    0.197350E-02    0.197348E-02    0.197350E-02    0.197348E-02
      0.120904E+02    0.417242E-07    0.417379E-07    0.176055E-02    0.176048E-02    0.176055E-02    0.176048E-02
      0.122571E+02    0.361784E-07    0.362121E-07    0.156939E-02    0.156927E-02    0.156939E-02    0.156927E-02
      0.124246E+02    0.313543E-07    0.314118E-07    0.139794E-02    0.139777E-02    0.139794E-02    0.139777E-02
      0.125928E+02    0.271602E-07    0.272442E-07    0.124430E-02    0.124438E-02    0.124430E-02    0.124438E-02
      0.127619E+02    0.235158E-07    0.234886E-07    0.110675E-02    0.110679E-02    0.110675E-02    0.110679E-02
      0.129316E+02    0.203508E-07    0.203360E-07    0.983693E-03    0.983716E-03    0.983693E-03    0.983716E-03
      0.131021E+02    0.176034E-07    0.175965E-07    0.873702E-03    0.873711E-03    0.873702E-03    0.873711E-03
      0.132733E+02    0.152199E-07    0.152175E-07    0.775467E-03    0.775468E-03    0.775467E-03    0.775468E-03
      0.134453E+02    0.131531E-07    0.131531E-07    0.687803E-03    0.687801E-03    0.687803E-03    0.687801E-03
      0.136179E+02    0.113619E-07    0.113627E-07    0.609633E-03    0.609631E-03    0.609633E-03    0.609631E-03
      0.137913E+02    0.981016E-08    0.981111E-08    0.539985E-03    0.539983E-03    0.539985E-03    0.539983E-03
      0.139653E+02    0.846665E-08    0.846727E-08    0.477977E-03    0.477976E-03    0.477977E-03    0.477976E-03
      0.141400E+02    0.730396E-08    0.730412E-08    0.422812E-03    0.422813E-03    0.422812E-03    0.422813E-03
      0.143154E+02    0.629823E-08    0.629798E-08    0.373773E-03    0.373774E-03    0.373773E-03    0.373774E-03
      0.144915E+02    0.542868E-08    0.542819E-08    0.330211E-03    0.330212E-03    0.330211E-03    0.330212E-03
      0.146682E+02    0.467723E-08    0.467671E-08    0.291542E-03    0.291543E-03    0.291542E-03    0.291543E-03
      0.148455E+02    0.402813E-08    0.402782E-08    0.257241E-03    0.257241E-03    0.257241E-03    0.257241E-03
      0.150235E+02    0.346770E-08    0.346782E-08    0.226837E-03    0.226835E-03    0.226837E-03    0.226835E-03
      0.152021E+02    0.298403E-08    0.298480E-08    0.199906E-03    0.199900E-03    0.199906E-03    0.199900E-03
      0.153814E+02    0.256681E-08    0.256838E-08    0.176066E-03    0.176057E-03    0.176066E-03    0.176057E-03
      0.155612E+02    0.220705E-08    0.220956E-08    0.154978E-03    0.154965E-03    0.154978E-03    0.154965E-03
      0.157417E+02    0.189699E-08    0.189558E-08    0.136337E-03    0.136341E-03    0.136337E-03    0.136341E-03
      0.159227E+02    0.162985E-08    0.162910E-08    0.119869E-03    0.119870E-03    0.119869E-03    0.119870E-03
      0.161043E+02    0.139981E-08    0.139945E-08    0.105330E-03    0.105330E-03    0.105330E-03    0.105330E-03
      0.162866E+02    0.120179E-08    0.120166E-08    0.925025E-04    0.925026E-04    0.925025E-04    0.925026E-04
      0.164693E+02    0.103140E-08    0.103138E-08    0.811925E-04    0.811923E-04    0.811925E-04    0.811923E-04
